種別,ID,EF,NAME,Icon,最大LV,VAL1,VAL2,VAL3,COUNT,TARGET,Text,PP,PP_INCR
2,REATTACK_POW_YORIHIMED,REATTACK_POW,재공격,Attack,4,|150|130|120|110|,|,,,,파워가 <VAL1> 이상일 때 자신에게 원호공격을 한다.,0,0
2,M_SHIELD+,M_SHIELD+,장벽강화(파체),Light,4,|300|550|800|1000|,,,,,특수능력 「마법장벽」을 「마법장벽 + 」로 강화하고\n배리어의효과량 + <VAL1>.,0,0
2,G_KEEPER,DAM-_SGUARD,문지기,Light,4,|15|20|25|30|,,,,,원호방어시 받는 데미지 - <VAL1>%.,0,0
2,SUCK_HP,CURE_HP_ATTACK,흡혈,Light,4,|15|20|25|30|,,,,BATTLE_PLAYER,주는 데미지의 <VAL1>% 만큼 HP가 회복된다.,0,0
2,MEKO,MEKO,양치기,Light,6,|1|2|3|4|5|10|,,,,,스테이지 개시시의 양 카운트 + <VAL1>.,0,0
2,MEKOCHAN,MEKOCHAN,활기찬 메코,Light,3,|0.5|1|1.5|,|5|10|15|,,,,적유닛격파시의 양 카운트 상승량 + <VAL1>.,0,0
2,MOKOMOKO,SPECIAL_VAL1+,복슬복슬 양모,Guard,3,|BARRIER_ALL_DIS|BARRIER_ALL_DIS|BARRIER_ALL_DIS|,|300|450|600|,,,,특수능력 「양모 가드」의효과량 + <VAL2>.,0,0
2,RAMUCHAN,WEP+,우주제일의 전격,Damage,0,|400|,|1|,,,,무기 「썬더 램」의공격력 + <VAL1> 사정 + 1.,0,0
2,PAIR+_MEKO,PAIR+,끝에서의 한걸음,Light,3,|Makura/|Makura/|Makura/|,|1|2|3|,|5|5|5|,,,마쿠라와 인접 또는 페어일때 서로의 명중률 회피율 등에 보정.효과는 레벨에 의존.\n또한 마쿠라와 페어일때 턴 개시시에 마쿠라의 SP <VAL3>회복.,0,0
2,SP_COST-_RATE_MEKO,SP_COST-_RATE,꿈을보는 요괴양,Light,0,|25|,|0|,,,,정신커맨드 「꿈」으로인한 소비SP <VAL1>% 경감.,0,0
2,STRAY+,SPECIAL_VAL1+,스트레이 드리머,Light,3,|ADD_COMMAND|ADD_COMMAND|ADD_COMMAND|,|1|2|3|,,,,고유커맨드 「꿈 건너기」의 사용가능횟수 + <VAL2>.,0,0
2,KABIGON,KABIGON,잠자기,Cure,0,|2|,,,|1|,,HP MP SP가 전부회복되지만 <VAL1>턴 행동불능이 된다.\n각성시 자신에게 정신커맨드 「각성」의효과.\n(<COUNT>회 사용가능),0,0
2,ADD_STATE_MAKURA,ADD_STATE,꿈먹기,Cure,2,|0|0|,|SP_GET|SP_GET|,,|1|2|,SELF_PLAYER,자신 페어의 다음 공격에 「SP겟」의효과를 부여.\n적을 격추하면 자신의SP가 10 회복된다.\n(<COUNT>회 사용가능),0,0
2,CURE_FPM,CURE_FPM,드림 어게인,Cure,0,,,,|1|,SELF_PLAYER,아군전체의 FPM 사용가능횟수가 회복된다.\n(<COUNT>회 사용가능),0,0
2,PAIR+_MAKURA,PAIR+,끝에서의 한걸음,Light,3,|Meko/|Meko/|Meko/|,|1|2|3|,|0.5|0.5|0.5|,,,메코와 인접 또는 페어일때 서로의 명중률 회피율 등에 보정.효과는 레벨에 의존.\n또한 메코와 페어일때 메코의 양 카운트 상승량 + <VAL3>.,0,0
2,SUP+_SA_MAKURA,SUP+_SA,가디언,Attack,3,|25|30|40|,,,,,원호공격의 주는 데미지 + <VAL1>%.,0,0
2,SPIRIT+_AKYU,SPIRIT+,9대째 사방,Light,0,|번뜩임|,,,,,정신커맨드 「<VAL1>」의 효과대상이 페어전체가 된다.,0,0
2,Y_DOCTOR,Y_DOCTOR,요괴박사,Damage,2,|30|50|,|30|50|,,,,종족 「요괴」에게 주는 데미지 + <VAL1>%.\n또한 종족 「요괴」와 전투할때 명중률 회피율 + <VAL2>%.,0,0
2,GUMONJI,SPIRIT_EFF+,구문지,Light,0,|정찰|,|TEISATSU|,,,,정신커맨드 「<VAL1>」의 효과가 배가 된다.,0,0
2,WEP+_AKYU,WEP+_RANGE,붓은 검보다 강하다,Damage,0,|1000|,|5|,,,,무기 「붓」의공격력 + <VAL1> 사정 + <VAL2>.,0,0
2,MEKO_BOOST,MEKO_COMMAND,대쉬,Light,0,|2|,|MOV+|,|2|,,SELF_PLAYER,한번만 이동력 + <VAL1>.\n효과는 정신커맨드 「가속」과 중첩된다.\n양 카운트를 <VAL3>소비.,0,0
2,MEKO_NEKKETSU,SPIRIT_ACT,파이팅,Light,0,|「열혈」|,,|4|,,SELF_PLAYER,자신에게 <VAL1>의 효과.\n양 카운트를 <VAL3>소비.,0,0
2,MEKO_SLEEP,ADD_STATE_MEKO,슬립,Light,0,|5|,|SLEEP|,|6|,,TILE_BLANK_MEKO,거리 <VAL1>이내의 적유닛에 「슬립」의 효과를 부여.\n특수능력 「특수내성」을 가진 적유닛에겐 무효.\n양 카운트를 <VAL3>소비.,0,0
2,MEKO_KOU,MEKO_COMMAND,스칼렛,Light,0,|20|,|DAM+|,|3|,,SELF_PLAYER,1턴 동안 자신에게 「주는 데미지 + <VAL1>%」의 효과.\n양 카운트를 <VAL3>소비.,0,0
2,MEKO_YOU,MEKO_COMMAND,미스틱,Light,0,|20|,,|4|,,SELF_PLAYER,SP가 최대치의 <VAL1>% 만큼 회복된다.\n양 카운트를 <VAL3>소비.,0,0
2,MEKO_EI,SPIRIT_ACT,이터널,Light,0,|연격|,,|4|,,SELF_PLAYER,자신에게 「<VAL1>」의 효과. 1턴에 몇번이든 사용가능.\n양 카운트를 <VAL3>소비.,0,0
2,MEKO_YUME,MEKO_COMMAND,드림,Light,0,,|SLEEP|,|10|,,SELF_PLAYER,모든 적유닛에게 「슬립」효과를 부여.\n특수능력 「특수내성」을 가진 적유닛에겐 무효.\n양 카운트를 <VAL3>소비.,0,0
2,MEKO_NONE,MEKO_COMMAND,?????,Light,0,,,,,SELF_PLAYER,미습득한 고유커맨드입니다.,0,0
2,SHITONE,SHITONE,버려진 꿈,Light,0,|2|3|4|5|,,,,,턴 개시시 상대턴에 사용되지 않은 정신커맨드를 사용한다.\n(최대 <VAL1>회),0,0
2,RANGE+_COLLECT_KORIN,RANGE+_COLLECT,회수 앵커,Light,3,|5|6|7|,,,,, 「회수」커맨드의 사정 + <VAL1>.,0,0
2,DANZAI2,DANZAI2,흑백의 단죄,Damage,3,|120|120|120|,|3000|4000|5000|,,,,파워가 <VAL1> 이상일 때 공격력이 제일 높은 무기의 공격력을 <VAL2>으로 한다.\n페어 상대에게도 효과가 있고 해당 무기의 공격력이 <VAL2>이상이라면 무효.,0,0
2,EIKI2,EIKI2,낙원의 심판,Buf,0,|50|,,,|2|,SELF_PLAYER,모든 아군 페어에 「명중률반올림」의 효과를 부여.\n1턴 동안 명중률이 <VAL1>%이상일 경우엔 100% 미만일 경우엔 0%가 된다.\n효과는 적 아군 양쪽에게 적용.(<COUNT>회 사용가능),0,0
