CharDataID,SkillID,L1,L2,L3,L4,L5,L6,L7,L8,L9
Meko04,SP_COST-_RATE_MEKO,1,,,,,,,,
Merlin01,TENSION,1,,,,,,,,
Merlin01,PAIR+_MERLIN,1,28,45,,,,,,
Merlin01,GOHAPPY,14,,,,,,,,
Merlin01,SHOWER,34,,,,,,,,
Merlin01,CHAR+_MERLIN,40,,,,,,,,
Merlin01,PRISM+,65,,,,,,,,
Merlin01,MUSICIAN,1,,,,,,,,
Merlin01,MAXPOW+,1,,,,,,,,
Merlin01,P_TURN,1,,,,,,,,
Merlin_en01,MUSICIAN,1,,,,,,,,
Merlin_en01,MAXPOW+,1,,,,,,,,
Merlin_en01,P_TURN,1,,,,,,,,
Merlin_en01,GUARD,1,,,,,,,,
Mima01,CURE_MP_MIMA,1,,,,,,,,
Mima01,BARRIER_MP-_MIMA,1,,,,,,,,
Mima01,MAHOU+_MIMA,60,,,,,,,,
Mima01,MAHOU,1,1,1,1,1,1,1,1,1
Mima01,KIWAMI,1,,,,,,,,
Mima01,SAVE_MP,1,,,,,,,,
Mima02,CURE_MP_MIMA,1,,,,,,,,
Mima02,BARRIER_MP-_MIMA,1,,,,,,,,
Mima02,MAHOU+_MIMA,60,,,,,,,,
Mima02,MAHOU,1,1,1,1,1,1,1,1,1
Mima02,KIWAMI,1,,,,,,,,
Mima02,SAVE_MP,1,,,,,,,,
Mima_en01,MAHOU,1,1,1,1,1,1,1,1,1
Mima_en01,KIWAMI,1,,,,,,,,
Mima_en01,SAVE_MP,1,,,,,,,,
Mima_en02,MAHOU,1,1,1,1,1,1,1,1,1
Mima_en02,KIWAMI,1,,,,,,,,
Mima_en02,SOKO,1,1,1,1,1,1,1,1,
Mima_en02,MAXPOW+,1,,,,,,,,
Mima_en02,MIKIRI,1,1,,,,,,,
Mima_en02,GUARD,1,1,,,,,,,
MimaG_en01,,,,,,,,,,
MimaN_en01,MAHOU,1,1,1,1,1,1,1,1,1
MimaN_en01,KIWAMI,1,,,,,,,,
MimaN_en01,DOUBLE,1,,,,,,,,
MimaN_en01,MAXPOW+,1,,,,,,,,
MimaN_en01,GUARD,1,,,,,,,,
MimaN_en02,MAHOU,1,1,1,1,1,1,1,1,1
MimaN_en02,KIWAMI,1,,,,,,,,
MimaN_en02,DOUBLE,1,,,,,,,,
MimaN_en02,MAXPOW+,1,,,,,,,,
MimaN_en02,P_ALL,1,,,,,,,,
MimaN_en02,GUARD,1,1,,,,,,,
MimaN_en03,MAHOU,1,1,1,1,1,1,1,1,1
MimaN_en03,KIWAMI,1,,,,,,,,
MimaN_en03,DOUBLE,1,,,,,,,,
MimaN_en03,MAXPOW+,1,,,,,,,,
MimaN_en03,P_ALL,1,,,,,,,,
MimaN_en03,CURE_SP+,1,,,,,,,,
MimaN_en03,GUARD,1,1,,,,,,,
Minoriko01,CROP,1,,,,,,,,
Minoriko01,PAIR+_MINORIKO,1,25,35,,,,,,
Minoriko01,IMO+,17,,,,,,,,
Minoriko01,BONUS_LVUP_AKI,20,,,,,,,,
Minoriko01,AKI_MINORIKO,60,,,,,,,,
Minoriko01,SOKO,1,1,1,1,1,1,,,
Minoriko01,P_GOTHIT,1,,,,,,,,
Minoriko01,SAVE_BUL,1,,,,,,,,
Minoriko02,CROP,1,,,,,,,,
Minoriko02,PAIR+_MINORIKO,1,25,35,,,,,,
Minoriko02,IMO+,17,,,,,,,,
Minoriko02,BONUS_LVUP_AKI,20,,,,,,,,
Minoriko02,AKI_MINORIKO,60,,,,,,,,
Minoriko02,SOKO,1,1,1,1,1,1,,,
Minoriko02,P_GOTHIT,1,,,,,,,,
Minoriko02,SAVE_BUL,1,,,,,,,,
Minoriko_en01,SOKO,1,1,1,1,1,1,,,
Minoriko_en01,P_GOTHIT,1,,,,,,,,
Minoriko_en01,SAVE_BUL,1,,,,,,,,
Minoriko_en01,GUARD,50,,,,,,,,
Mokou01,R_PLUS,1,31,55,,,,,,
Mokou01,KISHIKAISEI,1,,,,,,,,
Mokou01,KAMARI,24,,,,,,,,
Mokou01,R_PHOENIX,41,,,,,,,,
Mokou01,R_VOLCANO,51,,,,,,,,
Mokou01,R_IMPERISH,60,,,,,,,,
Mokou01,KIAI,1,1,1,1,1,1,1,1,1
Mokou01,SOKO,1,1,1,1,1,1,1,1,1
Mokou02,R_PLUS,1,31,55,,,,,,
Mokou02,KISHIKAISEI,1,,,,,,,,
Mokou02,KAMARI,24,,,,,,,,
Mokou02,R_PHOENIX,41,,,,,,,,
Mokou02,R_VOLCANO,51,,,,,,,,
Mokou02,R_IMPERISH,60,,,,,,,,
Mokou02,KIAI,1,1,1,1,1,1,1,1,1
Mokou02,SOKO,1,1,1,1,1,1,1,1,1
Mokou_en01,KIAI,1,1,1,1,1,1,50,,
Mokou_en01,SOKO,1,1,1,1,1,50,,,
Mokou_en01,MAXPOW+,1,,,,,,,,
Mokou_en01,P_GOTHIT,1,,,,,,,,
Mokou_en01,SHINNEN,50,50,,,,,,,
Mokou_en02,KIAI,1,1,1,1,1,1,1,1,
Mokou_en02,SOKO,1,1,1,1,1,,,,
Mokou_en02,MAXPOW+,1,,,,,,,,
Mokou_en02,P_GOTHIT,1,,,,,,,,
Mokou_en03,KIAI,1,1,1,1,1,1,1,1,
Mokou_en03,SOKO,1,1,1,1,1,1,1,,
Mokou_en03,MAXPOW+,1,,,,,,,,
Mokou_en03,P_GOTHIT,1,,,,,,,,
Mokou_en04,KIAI,1,1,1,1,1,1,1,1,1
Mokou_en04,SOKO,1,1,1,1,1,1,1,1,1
Mokou_en04,MAXPOW+,1,,,,,,,,
Mokou_en04,P_GOTHIT,1,,,,,,,,
MokouN_en01,KIAI,1,1,1,1,1,1,1,,
MokouN_en01,SOKO,1,1,1,1,1,1,1,,
MokouN_en01,MAXPOW+,1,,,,,,,,
MokouN_en01,P_GOTHIT,1,,,,,,,,
MokouN_en02,KIAI,1,1,1,1,1,1,1,,
MokouN_en02,SOKO,1,1,1,1,1,1,1,,
MokouN_en02,MAXPOW+,1,,,,,,,,
MokouN_en02,P_GOTHIT,1,,,,,,,,
MokouN_en03,KIAI,1,1,1,1,1,1,1,1,
MokouN_en03,SOKO,1,1,1,1,1,1,1,1,
MokouN_en03,MAXPOW+,1,,,,,,,,
MokouN_en03,P_GOTHIT,1,,,,,,,,
MokouN_en04,KIAI,1,1,1,1,1,1,1,1,1
MokouN_en04,SOKO,1,1,1,1,1,1,1,1,1
MokouN_en04,MAXPOW+,1,,,,,,,,
MokouN_en04,P_GOTHIT,1,,,,,,,,
MokouN_en04,DOUBLE,1,,,,,,,,
Momiji01,SHIELD+_MOMIJI,1,35,50,70,,,,,
Momiji01,SHINGEKI,1,,,,,,,,
Momiji01,SENRI,20,,,,,,,,
Momiji01,SPIRIT_POW_TURN_MOMIJI,29,,,,,,,,
Momiji01,SUPNUM+_MOMIJI,42,,,,,,,,
Momiji01,WEP+_MOMIJI,65,,,,,,,,
Momiji01,BLOCKING,1,1,,,,,,,
Momiji01,SOKO,1,1,1,1,1,1,,,
Momiji01,SATTACK,1,,,,,,,,
Momiji01,SGUARD,1,,,,,,,,
Momiji_en01,BLOCKING,1,1,,,,,,,
Momiji_en01,SOKO,1,1,1,30,30,30,,,
Momiji_en01,SATTACK,1,30,,,,,,,
Momiji_en01,SGUARD,10,30,,,,,,,
Momiji_en02,SOKO,1,1,1,30,30,30,,,
Momiji_en02,SATTACK,1,30,,,,,,,
Momiji_en02,SGUARD,10,15,,,,,,,
Momiji_en03,BLOCKING,1,1,,,,,,,
Momiji_en03,SOKO,1,1,1,1,15,30,,,
Momiji_en03,SATTACK,1,15,30,,,,,,
Momiji_en03,SGUARD,10,15,,,,,,,
Momiji_en04,BLOCKING,1,1,,,,,,,
Momiji_en04,SOKO,1,1,1,1,1,15,30,,
Momiji_en04,SATTACK,1,1,15,30,,,,,
Momiji_en04,SGUARD,10,15,30,,,,,,
Murasa01,CURE+_SHIP_MURASA,1,,,,,,,,
Murasa01,VENUS,1,30,55,,,,,,
Murasa01,WEP_B+_MURASA,1,,,,,,,,
Murasa01,MGR+_MURASA,20,,,,,,,,
Murasa01,MOV+_MURASA,40,,,,,,,,
Murasa01,PAIR+_MURASA,100,100,100,,,,,,
Murasa01,HORIKI,1,1,1,,,,,,
Murasa01,SOKO,1,1,1,1,1,1,,,
Murasa01,KIAI,1,1,1,1,1,1,,,
Murasa01,P_GOTHIT,1,,,,,,,,
Murasa02,CURE+_SHIP_MURASA,1,,,,,,,,
Murasa02,VENUS,1,30,55,,,,,,
Murasa02,WEP_B+_MURASA,1,,,,,,,,
Murasa02,MGR+_MURASA,20,,,,,,,,
Murasa02,MOV+_MURASA,40,,,,,,,,
Murasa02,PAIR+_MURASA,100,100,100,,,,,,
Murasa02,HORIKI,1,1,1,,,,,,
Murasa02,SOKO,1,1,1,1,1,1,,,
Murasa02,KIAI,1,1,1,1,1,1,,,
Murasa02,P_GOTHIT,1,,,,,,,,
Murasa03,CURE+_SHIP_MURASA,1,,,,,,,,
Murasa03,VENUS,1,30,55,,,,,,
Murasa03,WEP_B+_MURASA,1,,,,,,,,
Murasa03,MGR+_MURASA,20,,,,,,,,
Murasa03,MOV+_MURASA,40,,,,,,,,
Murasa03,PAIR+_MURASA,1,1,1,,,,,,
Murasa03,HORIKI,1,1,1,,,,,,
Murasa03,SOKO,1,1,1,1,1,1,,,
Murasa03,KIAI,1,1,1,1,1,1,,,
Murasa03,P_GOTHIT,1,,,,,,,,
Murasa04,PAIR+_MURASA,1,1,1,,,,,,
Murasa04,WEP_B+_MURASA,1,,,,,,,,
Murasa04,VENUS,1,30,55,,,,,,
Murasa04,MGR+_MURASA,20,,,,,,,,
Murasa04,MOV+_MURASA,40,,,,,,,,
Murasa04,CURE+_SHIP_MURASA,100,,,,,,,,
Murasa04,HORIKI,1,1,1,,,,,,
Murasa04,SOKO,1,1,1,1,1,1,,,
Murasa04,KIAI,1,1,1,1,1,1,,,
Murasa04,P_GOTHIT,1,,,,,,,,
Murasa05,PAIR+_MURASA,1,1,1,,,,,,
Murasa05,WEP_B+_MURASA,1,,,,,,,,
Murasa05,CURE+_SHIP_MURASA,1,,,,,,,,
Murasa05,VENUS,1,30,55,,,,,,
Murasa05,MGR+_MURASA,20,,,,,,,,
Murasa05,MOV+_MURASA,40,,,,,,,,
Murasa05,HORIKI,1,1,1,,,,,,
Murasa05,SOKO,1,1,1,1,1,1,,,
Murasa05,KIAI,1,1,1,1,1,1,,,
Murasa05,P_GOTHIT,1,,,,,,,,
Murasa_en01,HORIKI,1,1,1,,,,,,
Murasa_en01,SOKO,1,1,1,1,1,1,,,
Murasa_en01,KIAI,1,1,1,1,1,1,,,
Murasa_en01,P_GOTHIT,1,,,,,,,,
Murasa_en02,HORIKI,1,1,1,,,,,,
Murasa_en02,SOKO,1,1,1,1,1,1,1,,
Murasa_en02,KIAI,1,1,1,1,1,1,1,,
Murasa_en02,GUARD,1,1,,,,,,,
Murasa_en02,P_GOTHIT,1,,,,,,,,
MurasaN_en01,HORIKI,1,1,1,,,,,,
MurasaN_en01,SOKO,1,1,1,1,1,1,,,
MurasaN_en01,KIAI,1,1,1,1,1,1,,,
MurasaN_en01,P_GOTHIT,1,,,,,,,,
MurasaN_en01,MAXPOW+,1,,,,,,,,
MurasaN_en02,HORIKI,1,1,1,,,,,,
MurasaN_en02,SOKO,1,1,1,1,1,1,,,
MurasaN_en02,KIAI,1,1,1,1,1,1,,,
MurasaN_en02,P_GOTHIT,1,,,,,,,,
MurasaN_en02,MAXPOW+,1,,,,,,,,
MurasaN_en03,HORIKI,1,1,1,,,,,,
MurasaN_en03,SOKO,1,1,1,1,1,1,1,,
MurasaN_en03,KIAI,1,1,1,1,1,1,1,,
MurasaN_en03,P_GOTHIT,1,,,,,,,,
MurasaN_en03,MAXPOW+,1,,,,,,,,
MurasaN_en03,GUARD,1,1,,,,,,,
MurasaN_en04,HORIKI,1,1,1,,,,,,
MurasaN_en04,SOKO,1,1,1,1,1,1,1,1,
MurasaN_en04,KIAI,1,1,1,1,1,1,1,1,
MurasaN_en04,P_GOTHIT,1,,,,,,,,
MurasaN_en04,MAXPOW+,1,,,,,,,,
MurasaN_en04,GUARD,1,1,,,,,,,
MYousei_en01,KIAI,1,1,1,,,,,,
MYousei_en01,MIKIRI,30,60,,,,,,,
MYousei_en01,SATTACK,30,60,,,,,,,
MYousei_en02,KIAI,1,1,1,,,,,,
MYousei_en02,MIKIRI,30,60,,,,,,,
MYousei_en02,SATTACK,30,60,,,,,,,
MYousei_en03,KIAI,1,1,1,1,1,,,,
MYousei_en03,MIKIRI,30,60,,,,,,,
MYousei_en03,SATTACK,30,60,,,,,,,
MYousei_en04,KIAI,1,1,1,1,1,1,1,,
MYousei_en04,MIKIRI,30,60,,,,,,,
MYousei_en04,SATTACK,30,60,,,,,,,
Mystia01,WEP+_MYSTIA,1,,,,,,,,
Mystia01,SONG+_SPARROW,100,,,,,,,,
Mystia01,SONG+_MYSTERIOUS,100,,,,,,,,
Mystia01,SONG+_OWL,100,,,,,,,,
Mystia01,SONG+_MASTER,100,,,,,,,,
Mystia01,WEP+_GEN_BAKA,100,,,,,,,,
Mystia01,KIAI,1,1,1,1,1,1,1,,
Mystia01,P_TURN,1,,,,,,,,
Mystia01,P_EVADE,1,,,,,,,,
Mystia02,WEP+_MYSTIA,1,,,,,,,,
Mystia02,SONG+_SPARROW,1,,,,,,,,
Mystia02,SONG+_MYSTERIOUS,1,,,,,,,,
Mystia02,SONG+_OWL,1,,,,,,,,
Mystia02,SONG+_MASTER,100,,,,,,,,
Mystia02,WEP+_GEN_BAKA,100,,,,,,,,
Mystia02,KIAI,1,1,1,1,1,1,1,,
Mystia02,P_TURN,1,,,,,,,,
Mystia02,P_EVADE,1,,,,,,,,
Mystia03,WEP+_MYSTIA,1,,,,,,,,
Mystia03,SONG+_SPARROW,1,,,,,,,,
Mystia03,SONG+_MYSTERIOUS,1,,,,,,,,
Mystia03,SONG+_OWL,1,,,,,,,,
Mystia03,SONG+_MASTER,1,,,,,,,,
Mystia03,WEP+_GEN_BAKA,100,,,,,,,,
Mystia03,KIAI,1,1,1,1,1,1,1,,
Mystia03,P_TURN,1,,,,,,,,
Mystia03,P_EVADE,1,,,,,,,,
Mystia04,WEP+_MYSTIA,1,,,,,,,,
Mystia04,SONG+_SPARROW,1,,,,,,,,
Mystia04,SONG+_MYSTERIOUS,1,,,,,,,,
Mystia04,SONG+_OWL,1,,,,,,,,
Mystia04,SONG+_MASTER,1,,,,,,,,
Mystia04,WEP+_GEN_BAKA,100,,,,,,,,
Mystia04,KIAI,1,1,1,1,1,1,1,,
Mystia04,P_TURN,1,,,,,,,,
Mystia04,P_EVADE,1,,,,,,,,
Mystia05,WEP+_MYSTIA,1,,,,,,,,
Mystia05,SONG+_SPARROW,1,,,,,,,,
Mystia05,SONG+_MYSTERIOUS,1,,,,,,,,
Mystia05,SONG+_OWL,1,,,,,,,,
Mystia05,SONG+_MASTER,1,,,,,,,,
Mystia05,WEP+_GEN_BAKA,1,,,,,,,,
Mystia05,KIAI,1,1,1,1,1,1,1,,
Mystia05,P_TURN,1,,,,,,,,
Mystia05,P_EVADE,1,,,,,,,,
Mystia_en01,KIAI,1,1,1,1,1,1,1,,
Mystia_en01,P_TURN,1,,,,,,,,
Mystia_en01,P_EVADE,1,,,,,,,,
Mystia_en02,KIAI,1,1,1,1,1,1,1,1,1
Mystia_en02,P_TURN,1,,,,,,,,
Mystia_en02,P_EVADE,1,,,,,,,,
Mystia_en02,DOUBLE,1,,,,,,,,
Nazrin01,NEZUMI,1,,,,,,,,
Nazrin01,ISHIELD_NAZRIN,1,,,,,,,,
Nazrin01,SP_COST-_NAZRIN,23,,,,,,,,
Nazrin01,WEP+_NAZRIN,30,,,,,,,,
Nazrin01,ADD_SPIRIT_ALL_NAZRIN,65,,,,,,,,
Nazrin01,HORIKI,1,1,,,,,,,
Nazrin01,SATTACK,1,1,,,,,,,
Nazrin01,MIKIRI,1,,,,,,,,
Nazrin01,GRAZE,1,,,,,,,,
Nazrin_en01,HORIKI,1,1,,,,,,,
Nazrin_en01,SATTACK,1,1,,,,,,,
Nazrin_en01,MIKIRI,1,,,,,,,,
Nazrin_en01,NOSIZE,50,,,,,,,,
NazrinN_en01,HORIKI,1,1,,,,,,,
NazrinN_en01,KIAI,1,1,1,1,1,1,,,
NazrinN_en01,USO,1,,,,,,,,
NazrinN_en01,MIKIRI,1,,,,,,,,
NazrinN_en01,P_HIT,1,,,,,,,,
NazrinN_en02,HORIKI,1,1,,,,,,,
NazrinN_en02,KIAI,1,1,1,1,1,1,,,
NazrinN_en02,USO,1,,,,,,,,
NazrinN_en02,MIKIRI,1,,,,,,,,
NazrinN_en02,P_HIT,1,,,,,,,,
NazrinN_en03,HORIKI,1,1,,,,,,,
NazrinN_en03,KIAI,1,1,1,1,1,1,1,,
NazrinN_en03,USO,1,,,,,,,,
NazrinN_en03,MIKIRI,1,1,,,,,,,
NazrinN_en03,P_HIT,1,1,,,,,,,
NazrinN_en04,HORIKI,1,1,,,,,,,
NazrinN_en04,KIAI,1,1,1,1,1,1,1,1,
NazrinN_en04,USO,1,,,,,,,,
NazrinN_en04,MIKIRI,1,1,,,,,,,
NazrinN_en04,P_HIT,1,1,,,,,,,
Nitori01,N_ARM+,1,,,,,,,,
Nitori01,SATTACK_HIT+,1,30,,,,,,,
Nitori01,SP_COST-_NITORI,100,,,,,,,,
Nitori01,OPTICAL,20,,,,,,,,
Nitori01,CARPET,40,,,,,,,,
Nitori01,NITORI,65,,,,,,,,
Nitori01,SATTACK,1,1,,,,,,,
Nitori01,SGUARD,1,1,,,,,,,
Nitori01,P_GOTHIT,1,,,,,,,,
Nitori02,N_ARM+,1,,,,,,,,
Nitori02,SATTACK_HIT+,1,30,,,,,,,
Nitori02,SP_COST-_NITORI,1,,,,,,,,
Nitori02,OPTICAL,20,,,,,,,,
Nitori02,CARPET,40,,,,,,,,
Nitori02,NITORI,65,,,,,,,,
Nitori02,SATTACK,1,1,,,,,,,
Nitori02,SGUARD,1,1,,,,,,,
Nitori02,P_GOTHIT,1,,,,,,,,
Nitori03,N_ARM+,1,,,,,,,,
Nitori03,SATTACK_HIT+,1,30,,,,,,,
Nitori03,SP_COST-_NITORI,1,,,,,,,,
Nitori03,OPTICAL,20,,,,,,,,
Nitori03,CARPET,40,,,,,,,,
Nitori03,NITORI,65,,,,,,,,
Nitori03,SATTACK,1,1,,,,,,,
Nitori03,SGUARD,1,1,,,,,,,
Nitori03,P_GOTHIT,1,,,,,,,,
Nitori04,N_ARM+,1,,,,,,,,
Nitori04,SATTACK_HIT+,1,30,,,,,,,
Nitori04,SP_COST-_NITORI,1,,,,,,,,
Nitori04,OPTICAL,20,,,,,,,,
Nitori04,CARPET,40,,,,,,,,
Nitori04,NITORI,65,,,,,,,,
Nitori04,SATTACK,1,1,,,,,,,
Nitori04,SGUARD,1,1,,,,,,,
Nitori04,P_GOTHIT,1,,,,,,,,
Nitori_en01,SATTACK,1,1,,,,,,,
Nitori_en01,SGUARD,1,1,,,,,,,
Nitori_en01,P_GOTHIT,1,,,,,,,,
Nue01,NUE,1,50,,,,,,,
Nue01,CLOUD,20,40,,,,,,,
Nue01,SP_COST-_NUE,45,,,,,,,,
Nue01,PAIR+_NUE,100,100,100,,,,,,
Nue01,KIAI,1,1,1,1,1,,,,
Nue01,SATTACK,1,1,,,,,,,
Nue01,HARITSUKI,1,,,,,,,,
Nue02,NUE,1,50,,,,,,,
Nue02,CLOUD,20,40,,,,,,,
Nue02,SP_COST-_NUE,45,,,,,,,,
Nue02,PAIR+_NUE,1,1,1,,,,,,
Nue02,KIAI,1,1,1,1,1,,,,
Nue02,SATTACK,1,1,,,,,,,
Nue02,HARITSUKI,1,,,,,,,,
Nue03,PAIR+_NUE,1,1,1,,,,,,
Nue03,NUE,1,50,,,,,,,
Nue03,CLOUD,20,40,,,,,,,
Nue03,SP_COST-_NUE,45,,,,,,,,
Nue03,KIAI,1,1,1,1,1,,,,
Nue03,SATTACK,1,1,,,,,,,
Nue03,HARITSUKI,1,,,,,,,,
Nue_en01,KIAI,1,1,1,1,1,1,,,
Nue_en01,SATTACK,1,1,55,,,,,,
Nue_en01,HARITSUKI,1,,,,,,,,
Nue_en01,MIKIRI,1,55,,,,,,,
Nue_en01,P_HIT,1,,,,,,,,
Nue_en01,NOSIZE,55,,,,,,,,
Nue_en02,KIAI,1,1,1,1,1,1,,,
Nue_en02,SATTACK,1,1,55,,,,,,
Nue_en02,HARITSUKI,1,,,,,,,,
Nue_en02,MIKIRI,1,55,,,,,,,
Nue_en02,P_HIT,1,,,,,,,,
Nue_en02,NOSIZE,55,,,,,,,,
Nue_en03,KIAI,1,1,1,1,1,1,1,,
Nue_en03,SATTACK,1,1,55,,,,,,
Nue_en03,HARITSUKI,1,,,,,,,,
Nue_en03,MIKIRI,1,1,,,,,,,
Nue_en03,P_HIT,1,,,,,,,,
Nue_en03,NOSIZE,50,,,,,,,,
Nue_en04,KIAI,1,1,1,1,1,1,1,1,
Nue_en04,SATTACK,1,1,55,,,,,,
Nue_en04,HARITSUKI,1,,,,,,,,
Nue_en04,MIKIRI,1,1,,,,,,,
Nue_en04,P_HIT,1,,,,,,,,
Nue_en04,NOSIZE,50,,,,,,,,
Nue_en04,DOUBLE,50,,,,,,,,
NueN_en01,KIAI,1,1,1,1,1,1,,,
NueN_en01,SATTACK,1,1,50,,,,,,
NueN_en01,HARITSUKI,1,,,,,,,,
NueN_en01,MIKIRI,1,,,,,,,,
NueN_en01,P_HIT,1,,,,,,,,
NueN_en02,KIAI,1,1,1,1,1,1,,,
NueN_en02,SATTACK,1,1,50,,,,,,
NueN_en02,HARITSUKI,1,,,,,,,,
NueN_en02,MIKIRI,1,,,,,,,,
NueN_en02,P_HIT,1,,,,,,,,
NueN_en03,KIAI,1,1,1,1,1,1,1,,
NueN_en03,SATTACK,1,1,50,,,,,,
NueN_en03,HARITSUKI,1,,,,,,,,
NueN_en03,MIKIRI,1,,,,,,,,
NueN_en03,P_HIT,1,,,,,,,,
NueN_en04,KIAI,1,1,1,1,1,1,1,1,
NueN_en04,SATTACK,1,1,50,,,,,,
NueN_en04,HARITSUKI,1,,,,,,,,
NueN_en04,MIKIRI,1,,,,,,,,
NueN_en04,P_HIT,1,,,,,,,,
NueN_en04,NOSIZE,1,,,,,,,,
NueN_en04,DOUBLE,1,,,,,,,,
Onamazu_en01,DOUBLE,1,,,,,,,,
Onamazu_en01,SOKO+,1,1,1,1,1,,,,
Onamazu_en01,MAXPOW+,1,,,,,,,,
Onamazu_en01,P_TURN+,1,,,,,,,,
Onamazu_en01,P_GOTHIT,1,,,,,,,,
Onamazu_en01,NODIST,1,,,,,,,,
Onamazu_en02,DOUBLE,1,,,,,,,,
Onamazu_en02,SOKO+,1,1,1,1,1,,,,
Onamazu_en02,MAXPOW+,1,,,,,,,,
Onamazu_en02,P_TURN+,1,,,,,,,,
Onamazu_en02,P_GOTHIT,1,,,,,,,,
Onamazu_en02,NODIST,1,,,,,,,,
Onamazu_en03,DOUBLE,1,,,,,,,,
Onamazu_en03,SOKO+,1,1,1,1,1,1,,,
Onamazu_en03,MAXPOW+,1,,,,,,,,
Onamazu_en03,P_TURN+,1,,,,,,,,
Onamazu_en03,P_GOTHIT,1,,,,,,,,
Onamazu_en03,NODIST,1,,,,,,,,
Onamazu_en03,CURE_SP+,1,,,,,,,,
Onamazu_en04,DOUBLE,1,,,,,,,,
Onamazu_en04,SOKO+,1,1,1,1,1,1,1,,
Onamazu_en04,MAXPOW+,1,,,,,,,,
Onamazu_en04,P_TURN+,1,,,,,,,,
Onamazu_en04,P_GOTHIT,1,,,,,,,,
Onamazu_en04,NODIST,1,,,,,,,,
Onamazu_en04,CURE_SP+,1,,,,,,,,
Onamazu01,SOKO,1,1,1,1,1,1,,,
Onamazu01,SGUARD,1,1,,,,,,,
Onamazu01,EXTEND,1,,,,,,,,
OnamazuN_en01,DOUBLE,1,,,,,,,,
OnamazuN_en01,SOKO+,1,1,1,1,1,,,,
OnamazuN_en01,P_TURN+,1,,,,,,,,
OnamazuN_en01,MAXPOW++,1,,,,,,,,
OnamazuN_en01,CURE_SP+,1,,,,,,,,
OnamazuN_en02,DOUBLE,1,,,,,,,,
OnamazuN_en02,SOKO+,1,1,1,1,1,1,,,
OnamazuN_en02,P_TURN+,1,,,,,,,,
OnamazuN_en02,MAXPOW++,1,,,,,,,,
OnamazuN_en02,CURE_SP+,1,,,,,,,,
OnamazuN_en03,DOUBLE,1,,,,,,,,
OnamazuN_en03,SOKO+,1,1,1,1,1,1,1,1,
OnamazuN_en03,P_TURN+,1,,,,,,,,
OnamazuN_en03,MAXPOW++,1,,,,,,,,
OnamazuN_en03,CURE_SP+,1,,,,,,,,
OnamazuN_en04,DOUBLE,1,,,,,,,,
OnamazuN_en04,SOKO+,1,1,1,1,1,1,1,1,1
OnamazuN_en04,P_TURN+,1,,,,,,,,
OnamazuN_en04,MAXPOW++,1,,,,,,,,
OnamazuN_en04,CURE_SP+,1,,,,,,,,
Onryo_en01,,,,,,,,,,
OnryoL_en01,SOKO,50,50,55,,,,,,
OnryoL_en01,GUARD,55,,,,,,,,
OnryoL_en01,P_TURN,55,,,,,,,,
OnryoL_en02,SOKO,40,50,50,55,55,,,,
OnryoL_en02,GUARD,50,55,,,,,,,
OnryoL_en02,P_TURN,50,,,,,,,,
OnryoR_en01,SGUARD,30,,,,,,,,
OnryoR_en01,SOKO,30,40,50,,,,,,
OnryoR_en02,SGUARD,30,50,50,,,,,,
OnryoR_en02,SOKO,30,40,50,,,,,,
Orin01,PAIR+_ORIN,1,1,1,,,,,,
Orin01,NEKO+_ORIN,1,,,,,,,,
Orin01,SPIRIT+_ORIN,35,,,,,,,,
Orin01,SPIRIT_CHANGE_ORIN,41,,,,,,,,
Orin01,SPIRIT_POW_TURN_ORIN,65,,,,,,,,
Orin01,KIAI,1,1,1,1,1,1,,,
Orin01,SATTACK,1,1,,,,,,,
Orin01,FAST,1,,,,,,,,
Orin_en01,KIAI,1,1,1,1,1,1,,,
Orin_en01,SOKO,1,1,1,1,1,1,,,
Orin_en01,SATTACK,1,1,,,,,,,
Orin_en01,FAST,1,,,,,,,,
Orin_en01,MIKIRI,1,,,,,,,,
OrinC01,PAIR+_ORIN,1,25,45,,,,,,
OrinC01,NEKO+_ORIN,1,,,,,,,,
OrinC01,SPIRIT+_ORIN,35,,,,,,,,
OrinC01,SPIRIT_CHANGE_ORIN,41,,,,,,,,
OrinC01,SPIRIT_POW_TURN_ORIN,65,,,,,,,,
OrinC01,KIAI,1,1,1,1,1,1,,,
OrinC01,SATTACK,1,1,,,,,,,
OrinC01,FAST,1,,,,,,,,
OrinC_en01,KIAI,1,1,1,1,1,1,,,
OrinC_en01,SOKO,1,1,1,1,1,1,,,
OrinC_en01,SATTACK,1,1,,,,,,,
OrinC_en01,FAST,1,,,,,,,,
OrinC_en01,MIKIRI,1,,,,,,,,
Parsee01,PARSEE,1,,,,,,,,
Parsee01,REVENGE_PARSEE,1,,,,,,,,
Parsee01,YU_PAR,37,,,,,,,,
Parsee01,JEALOUSY,56,,,,,,,,
Parsee01,KIAI,1,1,1,1,1,1,,,
Parsee01,HARITSUKI,1,,,,,,,,
Parsee01,P_BEAT,1,,,,,,,,
Parsee_en01,KIAI,1,1,1,1,1,1,,,
Parsee_en01,HARITSUKI,1,,,,,,,,
Parsee_en01,MIKIRI,1,1,,,,,,,
Parsee_en01,SATTACK,1,1,,,,,,,
Parsee_en01,P_BEAT,1,,,,,,,,
ParseeN_en01,KIAI,1,1,1,1,1,1,,,
ParseeN_en01,HARITSUKI,1,,,,,,,,
