UnitID,Name,Demo,種,Damage,RMin,RMax,Hit,Crt,L,P,S,弾,MP,Pow,空,陸,水,夜,支,バ,サ,Special,Shape,Partner,BGM,Effect
IchirinN_en99,문답무용의 요괴권,yokaiken,1,2000,1,1,10,35,0,1,0,0,10,100,A,A,A,A,0,0,1,,,,,
IchirinN_en99,쉰세대 아저씨 큰 눈알,medama,1,2400,2,2,20,10,1,0,0,0,5,100,A,A,B,A,0,0,1,,,,,
Iku_en99,용신의 번개,lightening,0,2400,1,1,45,10,0,0,0,0,5,100,A,A,A,A,0,0,0,,,,,
Iku_en99,용어의 일격,drill,1,2500,2,2,60,15,0,1,1,0,5,100,A,A,A,A,0,0,0,,,,,
Iku_en99,광룡의 한숨,tbreak,1,2900,3,3,30,10,0,0,0,0,10,100,A,A,A,A,0,0,0,,,,,
InsectA_en99,몸통박치기,taiatari,1,2200,1,1,15,30,0,1,1,0,5,100,A,A,C,A,0,0,0,,,,,
InsectA2_en99,몸통박치기,taiatari,1,2350,1,1,25,30,0,1,1,0,5,100,A,A,C,A,0,0,0,,,,,
InsectB_en99,몸통박치기,taiatari,1,2300,1,1,20,25,0,1,1,0,5,100,A,A,C,A,0,0,0,,,,,
InsectC_en99,포식,InsectC_attack,1,2400,1,1,65,30,0,1,1,0,5,100,A,A,C,A,0,0,0,,,,,
InsectCN_en99,포식,InsectC_attack,1,2400,1,1,65,30,0,1,1,0,5,100,A,A,C,A,0,1,0,,,,,
JKarasu_en99,돌진,Karasu_attack,1,2200,1,1,20,25,0,1,1,0,0,100,A,A,B,A,0,0,0,,,,,
Kaguya_en99,에이쟈의 적석,aja,0,2400,1,1,30,20,0,0,0,99,0,100,A,A,B,A,0,0,0,,,,,
Kaguya_en99,용 목의 구슬,brilliant_map,0,2500,1,100,30,20,1,0,0,50,0,100,A,A,C,A,0,0,0,탄막의존형,agito,,,
Kaguya_en99,부처의 석발,diamond,0,3300,3,3,10,40,0,0,0,50,0,100,A,A,A,A,0,0,0,,,,,
Kaguya_en99,제비의 자안패,bakutan,0,2900,4,4,60,5,0,0,0,50,0,100,A,A,A,A,0,0,0,,,,,
Kaguya_en99,봉래의 옥의 가지,tamanoe,0,3100,5,5,30,20,0,0,0,0,15,100,A,A,A,A,0,0,0,,,,,
Kaguya_en99,영야 되돌리기,eiya_map,0,2700,1,100,15,15,0,0,0,5,0,100,A,A,A,A,0,0,0,탄막의존형,eiya,,,
KaguyaN_en99,에이쟈의 적석,aja,0,2300,1,1,30,5,1,0,0,0,5,100,A,A,C,A,0,0,0,,,,,
KaguyaN_en99,부처의 석발,diamond,0,3000,3,3,10,20,0,1,0,0,10,100,A,A,A,A,0,0,0,,,,,
Kanako_en99,온바시라(투척),OMB_B,0,2100,1,1,10,25,0,1,1,30,0,100,A,A,A,A,0,0,0,,,,,
Kanako_en99,온바시라(사격),OMB_L,0,2250,2,2,15,15,1,0,0,0,5,100,A,A,C,A,0,0,0,,,,,
Kanako_en99,익스팬디드 온바시라,EXOMB,1,2550,3,3,15,30,0,1,0,30,0,100,A,A,A,A,0,0,0,,,,,
Kanako_en99,스와대전,suwa,0,2700,4,4,30,10,0,0,0,0,10,100,S,B,A,A,0,0,0,,,|Suwako_en|,,
Kanako_en99,마운틴 오브 페이스,MOF,0,3000,5,5,20,15,0,0,0,50,0,100,S,A,B,A,0,0,0,,,,,
KanakoN_en99,온바시라(투척),OMB_B,0,2300,1,1,10,25,0,1,1,50,0,100,A,A,A,A,0,1,0,,,,,
KanakoN_en99,익스팬디드 온바시라,EXOMB,1,2700,2,2,30,10,0,0,0,50,0,100,A,A,A,A,0,0,0,,,,,
Kaname_en99,돌진,taiatari,1,2400,1,1,50,10,0,1,1,0,0,100,A,A,A,A,0,0,0,,,,,
Kappa_en99,오이,kyuri_Kappa,1,1900,1,1,25,35,0,1,1,0,0,100,A,A,S,A,0,0,0,,,,,
Kappa_en99,괴물 큐컴버,obaQ_Kappa,0,2250,2,2,15,20,0,0,1,15,0,100,A,A,S,A,0,0,0,,,,,
Kappa_en99,수중어뢰,topedo_Kappa,0,2900,3,3,30,35,0,0,0,2,0,100,-,-,S,A,0,0,0,수중전용,,,,COND/LAND/Water
KappaS_en99,오이,kyuri_Kappa,1,2000,1,1,45,35,0,1,1,0,0,100,A,A,S,A,0,0,0,,,,,
KappaS_en99,롱레인지 괴물 큐컴버,obaQ_Kappa,0,2650,2,2,30,5,0,0,1,0,5,100,A,A,S,A,0,0,0,,,,,
KappaS_en99,수중어뢰,topedo_Kappa,0,3400,3,3,30,35,0,0,0,2,0,100,-,-,S,A,0,0,0,수중전용,,,,COND/LAND/Water
KappaC_en99,오이,kyuri_KappaC,1,1950,1,1,25,35,0,1,1,0,0,100,A,A,S,A,0,0,0,,,,,
KappaC_en99,괴물 큐컴버,obaQ_KappaC,0,2300,2,2,15,20,0,0,1,15,0,100,A,A,S,A,0,0,0,,,,,
KappaC_en99,수중어뢰,topedo_KappaC,0,2950,3,3,30,35,0,0,0,2,0,100,-,-,S,A,0,0,0,수중전용,,,,COND/LAND/Water
KappaN_en99,오이,kyuri_Kappa,1,1800,1,1,45,35,0,1,1,0,0,100,A,A,S,A,0,0,0,,,,,
KappaN_en99,괴물 큐컴버,obaQ_Kappa,0,2650,2,2,35,5,0,1,1,20,0,100,A,A,S,A,0,0,0,,,,,
Karasu_en99,돌진,Karasu_attack,1,1950,1,1,20,15,0,1,1,0,0,100,A,A,C,A,0,0,0,,,,,
Kedama_en99,조준탄,jikinerai,0,1750,1,1,20,-20,0,0,1,20,0,100,A,A,B,A,0,0,0,,,,,
Kedama_en99,몸통박치기,taiatari,1,1850,2,2,25,15,0,1,1,0,0,100,A,A,B,A,0,0,0,,,,,
KedamaB_en99,조준탄,jikinerai,0,1800,1,1,25,-20,0,0,1,20,0,100,A,A,B,A,0,0,0,,,,,
KedamaB_en99,몸통박치기,taiatari,1,1900,2,2,20,15,0,1,0,0,0,100,A,A,B,A,0,0,0,,,,,
KedamaN_en99,암흑광선,tlaser_dark,0,2300,1,1,30,20,1,1,0,0,5,100,A,A,A,S,0,0,0,,,,,
Keine_en99,퍼스트 피라미드,first_pyramid,0,1800,1,1,35,15,0,0,0,45,0,100,A,A,B,A,0,0,0,,,,,
Keine_en99,삼종의 신기 검,3kinds_sword,1,2100,2,2,30,15,0,1,0,0,5,100,A,A,B,A,0,0,0,,,,,
Keine_en99,아마테라스,amaterasu,1,2700,3,3,40,10,1,0,0,0,10,100,A,A,C,A,0,0,0,,,,,
Keine_en99,박치기,zutsuki,1,3200,4,4,25,25,0,1,0,0,15,100,A,A,A,A,0,1,0,,,,bgm_weapon_Keine_Zutsuki,
KeineH_en99,올드 히스토리,old,1,2500,1,1,45,15,0,0,0,50,0,100,A,A,B,A,0,0,0,,,,,
KeineH_en99,초박치기,szutsuki,1,3700,2,2,35,25,0,1,0,0,15,100,A,A,A,A,0,1,1,,,,,
KeineH_en99,넥스트 히스토리,next,1,2800,3,3,50,20,0,0,0,0,10,100,A,A,B,A,0,0,0,,,,,
Kekkai_en99,마스터업까지 힘내기,ganbare,1,1000,1,1,25,30,0,1,1,0,1,100,A,A,A,A,0,1,1,,,,,
Kekkai_en99,에네르기 해방,urami_map,0,2300,1,6,20,0,0,0,0,20,0,100,A,A,A,A,0,0,0,자기중심형,*circle,,,
Kisume_en99,나무통,combat_Kisume,1,2100,1,1,30,30,0,1,1,0,0,100,A,A,A,A,0,0,0,,,,,
Kisume_en99,두레박 떨어뜨리기의 괴,tsurube,1,2650,2,2,20,25,0,1,0,0,5,100,A,A,S,A,0,0,0,,,,,
Kisume_en99,웰 디스트럭터,well,0,3100,3,3,15,20,1,0,0,0,10,100,A,A,A,A,0,0,0,,,,,
KisumeN_en99,나무통,combat_Kisume,1,2100,1,1,30,30,0,1,1,0,0,100,A,A,A,A,0,0,0,,,,,
KisumeN_en99,두레박 떨어뜨리기의 괴,tsurube,1,2650,2,2,20,25,0,1,0,0,5,100,A,A,S,A,0,0,0,,,,,
KisumeN_en99,웰 디스트럭터,well,0,3100,3,3,15,20,1,0,0,0,10,100,A,A,A,A,0,0,0,,,,,
KKedama_en99,트윈 레이저,tlaser,0,2050,1,1,15,5,1,1,0,0,10,100,A,A,C,A,0,0,0,,,,,
KKedama_en99,폭렬 몸통박치기,btaiatari,1,2400,2,2,20,25,0,1,1,3,0,100,A,A,B,A,0,0,1,,,,,
Koakuma_en99,몸통박치기,taiatari,1,1500,1,1,20,25,0,1,1,0,0,100,A,A,B,A,0,0,0,,,,,
Koakuma_en99,링탄,odama_Koa,0,1850,2,2,10,20,0,0,1,20,0,100,A,A,A,A,0,0,0,,,,,
Koakuma_en99,링탄(연사),odama_Koa_2,0,2150,3,3,30,15,0,0,0,0,10,100,A,A,B,A,0,0,0,,,,,
Kogasa_en99,우산,combat_Kogasa,1,2400,1,1,50,20,0,1,1,0,5,100,A,A,A,A,0,0,0,,,,,
Kogasa_en99,오버 더 레인보우,rainbow,0,2550,2,2,55,30,0,1,0,0,10,100,A,A,B,A,0,0,0,,,,,
Kogasa_en99,종이 우산 깜짝 플래시,odoroki,1,2750,3,3,45,20,0,0,0,0,10,100,A,A,B,A,0,0,0,,,,,
Kogasa_en99,엄브렐러 사이클론,cyclone,1,3000,4,4,40,30,0,0,0,0,15,100,A,A,A,A,0,0,1,,,,,
Koishi_en99,슈팅 러브,shoot_Koishi,0,2000,1,1,60,50,0,1,0,99,0,100,A,A,A,A,0,1,0,,,,,
Koishi_en99,탄막 파라노이아,paranoia,0,2700,1,100,35,30,0,1,0,0,10,100,A,A,A,A,0,0,0,탄막의존형,paranoia,,,
Koishi_en99,이드의 해방,ido,0,2700,3,3,40,30,0,1,0,0,10,100,A,A,A,A,0,1,0,,,,,
Koishi_en99,슈퍼 에고,ego,0,2800,4,4,55,10,0,1,0,0,10,100,A,A,A,A,0,0,0,,,,,
Koishi_en99,탄막 로르샤흐,rorschach,0,2600,1,100,35,0,0,0,0,10,0,100,A,A,A,A,0,0,1,탄막의존형,rorschach,,,
Koishi_en99,미움받는 자의 필로소피,philosophy,0,2200,6,6,20,10,0,0,0,20,0,100,A,A,A,A,0,0,0,,,,,
Koishi_en99,서브터레이니언 로즈,rose,0,2500,7,7,20,15,0,0,0,0,10,100,A,A,A,A,0,0,1,,,,,
KoishiN_en99,미움받는 자의 필로소피,philosophy,0,2800,1,1,60,10,0,1,0,0,10,100,A,A,A,A,0,0,0,,,,,
Komachi_en99,낫,scythe,1,2150,1,1,30,30,0,1,1,0,0,100,A,A,A,A,0,0,0,,,,,
Komachi_en99,사신의 대낫,ogama,1,2350,2,2,10,25,0,1,0,0,5,100,A,A,A,A,0,0,0,,,,,
Komachi_en99,저승행 체험판,scythe_dist,1,2550,3,3,15,20,0,0,0,0,10,100,A,A,A,A,0,0,0,,,,,
Komachi_en99,첩첩이 낀 안개 건너기,watashi,1,3000,4,4,20,25,0,1,0,0,20,100,A,A,S,A,0,0,0,,,,,
Komachi_en99,프라이스 오브 라이프,POL,1,3400,5,5,45,15,0,0,0,0,15,100,A,A,A,A,0,0,0,,,,,
KTengu_en99,텐구선,fan_KTengu,1,1900,1,1,25,35,0,1,1,0,0,100,A,A,B,A,0,0,0,,,,,
KTengu_en99,텐구열풍탄,reppu_KTengu,0,2100,2,2,15,15,0,1,0,15,0,100,A,A,C,A,0,0,0,,,,,
KTengu_en99,텐구용권,KTengu_tornado,0,2350,3,3,20,10,0,0,0,0,10,100,A,A,C,A,0,0,0,,,,,
KTenguA_en99,텐구선,fan_KTengu,1,1950,1,1,30,35,0,1,1,0,0,100,A,A,B,A,0,0,0,,,,,
KTenguA_en99,텐구열풍탄,reppu_KTengu,0,2150,2,2,20,15,0,1,0,15,0,100,A,A,B,A,0,0,0,,,,,
KTenguA_en99,텐구용권,KTengu_tornado,0,2400,3,3,25,10,0,0,0,0,10,100,S,A,B,A,0,0,1,,,,,
KTenguN_en99,텐구선,fan_KTengu,1,1900,1,1,45,35,0,1,1,0,0,100,A,A,B,A,0,0,0,,,,,
KTenguN_en99,텐구열풍탄,reppu_KTengu,0,2100,2,2,35,15,0,1,0,15,0,100,A,A,B,A,0,0,0,,,,,
Kurumi_en99,뱀파이어 클로,vampire_claw_Kurumi,1,1850,1,1,15,25,0,1,1,0,5,100,A,A,B,A,0,0,0,,,,,
Kurumi_en99,루미너스 불릿,luminous_B,0,1950,2,2,20,15,0,1,0,0,5,100,A,A,C,A,0,0,0,,,,,
Kurumi_en99,스플래시 레이저,splash_laser,0,2250,3,3,15,10,1,0,0,0,10,100,A,A,C,A,0,0,0,,,,,
Kurumi_en99,스플래시 레이저 풀파워,slaser_max,0,2950,4,4,25,20,1,0,0,0,20,100,A,B,C,A,0,0,0,,,,,
Layla_en99,탄막공격,jikinerai,0,100,1,1,20,20,0,1,0,20,0,100,A,A,A,A,0,0,0,,,,,
Letty_en99,콜드 스냅,snap,0,2100,1,1,30,35,0,1,1,0,0,100,A,A,A,A,0,0,0,,,,,
Letty_en99,언듈레이션 레이,undulation,0,2100,2,2,30,20,0,1,0,0,5,100,A,A,A,A,0,0,0,,,,,
Letty_en99,플라어 위더 어웨이,witheraway,0,2850,3,3,25,10,0,0,0,0,10,100,A,A,A,A,0,0,0,,,,,
LilyW_en99,탄막공격,shoot_LilyW,0,2100,1,1,20,20,0,1,0,20,0,100,A,A,A,A,0,0,0,,,,,
Luna_en99,몸통박치기,taiatari,1,1600,1,1,20,15,0,1,1,0,0,100,A,A,B,A,0,0,0,,,,,
Luna_en99,링탄,odama,0,1850,2,2,10,5,0,0,1,20,0,100,A,A,A,A,0,0,0,,,,,
Luna_en99,S포메이션 어택,sformation,0,2500,3,3,35,20,0,0,0,0,15,100,A,A,B,A,0,0,0,,,|Sunny_en|Star_en|,bgm_weapon_SFormation,
Lunasa_en99,스트라디바리우스,violin,1,2000,1,1,30,40,0,1,1,0,0,100,A,A,C,A,0,0,0,,,,,
Lunasa_en99,과르네리 델 제수,guarneri,0,2400,2,2,25,20,0,1,0,0,5,100,A,A,A,A,0,1,0,,,,,
Lyrica_en99,키보드,keyboard,1,1950,1,1,20,25,0,1,1,0,5,100,A,A,C,A,0,0,0,,,,,
Lyrica_en99,베젠돌퍼 신주,bosendorfer,0,2400,2,2,40,10,0,0,0,50,0,100,A,A,A,A,0,0,0,,,,,
Maid_en99,몸통박치기,taiatari,1,1750,1,1,40,0,0,1,1,0,0,100,A,A,B,A,0,0,0,,,,,
Maid_en99,청탄,blue_bullet,0,2000,2,2,20,15,0,0,1,20,0,100,A,A,B,A,0,0,0,,,,,
Makura_en99,드림 소프,soap_map,0,2400,1,5,10,10,0,0,0,0,10,110,A,A,A,A,0,0,0,자기중심형,*circle,,,
Makura_en99,혼돈의 구렁,nightmare,0,2800,2,2,35,10,0,0,0,0,10,100,A,A,A,A,0,0,0,,,,,
Makura_en99,인디언 애뮬릿,catcher,0,2500,1,100,10,10,0,0,0,0,10,100,A,A,A,A,0,0,0,탄막의존형,*catcher,,,
Makura_en99,도래의 성수,baku,0,3200,4,4,20,20,1,0,0,0,10,100,A,A,A,A,0,0,0,,,,,
Makura_en99,스위트 드림,sweetdream,0,3100,5,5,60,10,0,1,0,0,10,100,A,A,A,A,0,0,0,,,,,
Makura_en99,스위트 드림,sweetdream,0,3100,6,6,60,10,0,1,0,0,10,100,A,A,A,A,0,0,0,,,,,
MakuraF_en99,이 손에 꿈을,shoot_MakuraF,0,2800,1,1,50,10,0,0,0,0,10,100,A,A,A,A,0,0,0,,,,,
MakuraF_en99,낙원에 드리운 모든 꿈이여,alldream,0,2600,1,100,30,10,0,0,0,0,10,120,S,S,S,S,0,0,0,탄막의존형,alldream,,,
MakuraF_en99,꿈의 맨 끝,straydreamer,0,4000,3,3,60,10,0,0,0,0,20,100,SS,SS,SS,SS,0,0,0,,,,,
MakuraF_en99,꿈 부서져서,pichun_MakuraF,0,0,4,4,60,10,0,0,0,0,20,100,SS,SS,SS,SS,0,0,0,,,,,
MakuraS_en99,드림 소프,soap,0,2400,1,1,30,20,0,0,0,0,5,100,A,A,A,A,0,0,0,,,,,
MakuraS_en99,드림 소프,soap_map,0,2400,1,5,10,10,0,0,0,0,10,110,A,A,A,A,0,0,0,자기중심형,*circle,,,
MakuraS_en99,스트레이 드림,stray,0,2600,3,3,50,10,0,1,0,0,10,100,A,A,A,A,0,0,0,,,,,
MakuraS_en99,스트레이 드림,stray,0,2600,4,4,50,10,0,1,0,0,10,100,A,A,A,A,0,0,0,,,,,
Marisa_en99,위치 레이라인,witchrayline,1,2000,1,1,40,30,0,1,1,0,5,100,A,A,B,A,0,0,0,,,,,
Marisa_en99,일루전 레이저,illusionlaser,0,2150,2,2,5,-10,1,0,0,0,5,100,A,A,C,A,0,0,0,,,,,
Marisa_en99,매직 미사일,magicmissile,0,2350,3,3,15,10,0,1,0,0,10,100,A,A,A,A,0,0,0,,,,,
Marisa_en99,내로우 스파크,narrowspark,0,2650,4,4,10,10,1,0,0,0,10,100,A,A,C,A,0,0,0,,,,,
MarisaR_en99,스트림 레이저,stream,0,2200,1,1,15,-10,1,0,0,0,5,100,A,A,C,A,0,0,0,,,,,
MarisaR_en99,매직 네이팜,napalm,0,2500,2,2,15,15,0,1,0,50,0,100,A,A,A,A,0,0,0,,,,,
MarisaR_en99,논디렉셔널 레이저,NDL_Marisa,0,2700,3,3,20,5,1,0,0,0,10,100,A,A,C,A,0,0,0,,,,,
MarisaR_en99,파이널 스파크,final,0,3500,4,4,15,20,1,0,0,0,15,100,A,A,C,A,0,0,1,,,,,
MarisaR_en99,마스터 스파크,maspa_map,0,2900,1,8,10,10,1,0,0,10,0,100,A,A,C,A,0,0,1,대포형,maspa_en,,,
MarisaRN_en99,매직 네이팜,napalm,0,2900,1,1,15,15,0,1,0,50,0,100,A,A,A,A,0,0,0,,,,,
MarisaRN_en99,논디렉셔널 레이저,NDL_Marisa,0,3400,2,2,20,5,1,0,0,0,10,100,A,A,C,A,0,0,0,,,,,
MarisaRN_en99,마스터 스파크,maspa_map,0,3500,1,8,10,10,1,0,0,10,0,0,A,A,C,A,0,0,1,대포형,maspa_en,,,
Medicine_en99,스위트 포이즌,sweet,0,2500,1,1,45,10,0,1,0,0,5,100,A,A,A,A,0,1,0,,,,,
Medicine_en99,개싱 가든,gasing,0,2650,2,2,60,20,0,1,0,50,0,100,A,A,B,A,0,1,0,,,,,
Medicine_en99,인투 딜리리엄,delirium,0,3200,3,3,35,30,0,0,0,0,10,100,A,A,A,A,0,0,0,,,,,
MedicineN_en99,스위트 포이즌,sweet,0,2700,1,1,45,10,0,1,0,0,5,100,A,A,A,A,0,1,0,,,,,
MedicineN_en99,개싱 가든,gasing,0,2850,2,2,60,20,0,1,0,50,0,100,A,A,B,A,0,1,0,,,,,
MedicineN_en99,인투 딜리리엄,delirium,0,3450,3,3,35,30,0,0,0,0,10,100,A,A,A,A,0,1,0,,,,,
Meiling_en99,열홍권,sub_Meiling,1,1850,1,1,30,35,0,1,1,0,5,100,A,S,A,A,0,0,0,,,,,
Meiling_en99,천룡각,tenryu,1,2000,2,2,15,15,0,1,0,0,10,100,A,S,B,A,0,0,0,,,,,
Meiling_en99,채우,saiu,0,2250,3,3,5,0,0,0,0,0,20,100,A,A,A,A,0,0,0,,,,,
Meiling_en99,채광풍령,furin,1,2800,4,4,15,25,0,1,0,0,20,100,A,A,C,A,0,0,0,,,,,
MeilingN_en99,열홍권,sub_Meiling,1,2500,1,1,60,35,0,1,1,0,0,100,A,S,A,A,0,0,0,,,,,
MeilingN_en99,천룡각,tenryu,1,2700,2,2,15,20,0,1,0,0,5,100,A,A,B,A,0,0,0,,,,,
MeilingN_en99,채광풍령,furin,1,3500,3,3,15,25,0,1,0,0,10,100,A,A,C,A,0,1,0,,,,,
Meko_en99,양치기 지팡이,combat_Meko,1,2300,1,1,65,10,0,1,1,0,0,100,A,A,B,A,0,1,0,,,,,
Meko_en99,썬더 램,thunder_Meko,0,2650,2,2,40,15,0,0,0,0,5,100,A,A,A,A,0,0,0,,,,,
Meko_en99,썬더 램,thunder_Meko_map,0,2200,2,5,40,15,0,0,0,0,10,130,A,A,A,A,0,0,1,자기중심형,*circle,,,
Meko_en99,노도의 요괴양,sheep,0,2800,4,4,40,20,0,1,0,0,10,100,A,A,B,A,0,0,0,,,,,
Meko_en99,마운트 쉽,shepherd,0,2400,5,5,10,10,0,0,0,0,10,100,A,A,C,A,0,0,0,,,,,
Meko_en99,카운트리스 쉽,count,0,2900,6,6,80,15,0,1,0,0,10,100,A,A,C,A,0,0,1,,,,,
MekoB_en99,양치기 지팡이,combat_Meko,1,2300,1,1,65,10,0,1,1,0,0,100,A,A,B,A,0,1,0,,,,,
MekoD_en99,구타,commit,0,3000,1,1,30,20,0,1,0,0,5,100,A,A,C,A,0,0,0,,,,,
MekoM_en99,썬더 램,thunder_Meko,0,2650,1,1,40,15,0,0,0,0,5,100,A,A,A,A,0,0,0,,,,,
MekoM_en99,요괴양은 환상향의 꿈을 꾸는가?,Meko_dream,0,2900,1,100,10,10,0,0,0,0,20,100,A,A,C,A,0,0,1,탄막의존형,*mdream,,,
MekoM_en99,제물의 어린 양,nie,0,3500,3,3,40,40,0,0,0,0,20,100,A,A,A,A,0,1,1,,,,,
Merlin_en99,트럼펫,tranpet,1,2050,1,1,30,35,0,1,1,0,0,100,A,A,C,A,0,0,0,,,,,
Merlin_en99,물결 레이저,henyori,0,2300,2,2,50,15,1,0,0,0,5,100,A,A,C,A,0,0,0,,,,,
Merlin_en99,히노 판타즘,phantasm,0,2650,3,3,15,25,0,1,0,0,10,100,A,A,A,A,0,0,0,,,,,
Mima_en99,유환탄,yugen,0,2300,1,1,30,40,0,1,0,0,5,100,A,A,C,A,0,0,0,,,,,
Mima_en99,에너지 샤워,eshower,0,2600,2,2,15,15,1,0,0,30,0,100,A,A,C,A,0,0,0,,,,,
Mima_en99,사이코 블래스트,PBlast,0,3300,3,3,15,20,0,0,0,0,15,100,A,A,A,A,0,0,0,,,,,
MimaG_en99,사이코 블래스트,PBlast_en,0,2900,1,1,10,20,1,0,0,3,0,100,A,A,C,A,0,0,0,,,,,
MimaN_en99,유환탄,yugen,0,2300,1,1,50,10,0,1,0,0,5,100,A,A,C,A,0,0,0,,,,,
MimaN_en99,에너지 샤워,eshower,0,2600,2,2,25,15,1,0,0,0,10,100,A,A,C,A,0,0,0,,,,,
MimaN_en99,다크니스 샤워,edarkness,0,3300,4,4,15,20,0,0,0,0,10,100,A,A,A,A,0,1,0,,,,,
Minoriko_en99,군고구마,imo,1,1900,1,1,15,40,0,1,1,0,0,100,A,A,A,A,0,0,0,,,,,
Minoriko_en99,오오토시 하베스터,harvester,1,2100,2,2,15,20,0,1,1,40,0,100,A,A,C,A,0,0,0,,,,,
Minoriko_en99,스위트 포테이토 룸,potato,1,2500,3,3,5,25,0,0,0,20,0,100,A,A,C,A,0,0,0,,,,,
Minoriko_en99,?????,Aki_kick,1,3300,4,4,15,25,0,1,0,0,20,100,A,A,A,A,0,0,0,,,|Shizuha_en|,,
Mokou_en99,부적,amulet_Mokou,0,2200,1,1,15,15,0,1,1,50,0,100,A,A,A,A,0,0,0,,,,,
Mokou_en99,킥,kick_Mokou,1,2400,2,2,30,30,0,1,1,0,0,100,A,A,B,A,0,0,0,,,,,
Mokou_en99,우 ,wu,1,2600,3,3,15,15,0,0,0,0,5,100,A,A,D,A,0,0,0,,,,,
Mokou_en99,봉익천상,akashic,1,3200,4,4,20,25,0,1,0,0,15,100,A,A,D,A,0,0,1,,,,,
Mokou_en99,후지야마 볼케이노,volcano_map,1,2750,1,5,10,20,0,0,0,10,0,100,A,A,B,A,0,0,0,자기중심형,circle,,,
Mokou_en99,퍼제스트 바이 피닉스,phoenix,1,3600,6,6,15,25,0,1,0,0,20,100,A,A,B,A,0,0,1,,,,,
MokouN_en99,부적,amulet_Mokou,0,2100,1,1,15,15,0,1,1,50,0,100,A,A,A,A,0,0,0,,,,,
MokouN_en99,우 ,wu,1,2500,2,2,15,15,0,0,0,0,10,100,A,A,D,A,0,0,0,,,,,
MokouN_en99,후지야마 볼케이노,volcano_map,1,2200,1,4,10,0,0,0,0,0,10,150,A,A,B,A,0,0,0,자기중심형,*circle,,,
Momiji_en99,격투,combat_Momiji,1,1800,1,1,25,20,0,1,1,0,5,100,A,A,B,A,0,0,0,,,,,
Momiji_en99,노 문자 탄,nonojidan,0,2050,2,2,10,15,0,0,0,30,0,100,A,A,B,A,0,0,0,,,,,
Momiji_en99,필살 노 문자 베기,nonoji,1,2250,3,3,10,10,0,1,0,0,15,100,A,A,B,A,0,0,0,,,,,
Momiji_en99,레이비즈 바이트,bite,1,3050,4,4,20,35,0,1,0,0,15,100,A,A,B,A,0,0,0,,,,bgm_weapon_Momiji_Bite,
Murasa_en99,국자,combat_Murasa,1,2200,1,1,40,35,0,1,0,0,5,100,A,A,S,A,0,0,0,,,,,
Murasa_en99,딥 보텍스,vortex,1,2400,2,2,40,15,0,1,0,0,10,100,A,A,S,A,0,0,0,,,,,
Murasa_en99,격침 앵커,anchor_Murasa,1,3100,3,3,20,35,0,1,0,99,0,100,A,A,S,A,0,1,0,,,,,
MurasaN_en99,국자,combat_Murasa,1,2200,1,1,40,35,0,1,0,0,5,100,A,A,S,A,0,0,0,,,,,
MurasaN_en99,딥 보텍스,vortex,1,2400,2,2,40,15,0,1,0,0,10,100,A,A,S,A,0,0,0,,,,,
MYousei_en99,마탄,madan,0,2400,1,1,65,0,0,0,0,0,10,100,A,A,A,A,0,0,0,,,,,
Mystia_en99,몸통박치기,taiatari,1,2000,1,1,30,35,0,1,1,0,0,100,A,A,B,A,0,0,0,,,,,
Mystia_en99,일스타드 다이브,dive,1,2450,2,2,15,20,0,1,0,0,5,100,A,A,A,S,0,0,0,,,,,
Mystia_en99,요스즈메의 노래,sparrow,0,2700,3,3,10,40,0,0,0,0,10,100,A,A,A,S,0,0,0,,,,,
Nazrin_en99,격투,combat_Nazrin,1,1750,1,1,40,15,0,1,1,0,0,100,A,A,A,A,0,0,0,,,,,
Nazrin_en99,나즈린 펜듈럼,pendulum,0,2100,2,2,20,15,1,1,0,20,0,100,A,A,C,A,0,0,0,,,,,
Nazrin_en99,나즈린 로드,rod,1,2500,3,3,15,25,0,1,0,0,10,100,A,A,A,A,0,0,0,,,,,
Nazrin_en99,골드 러쉬,grush,1,2900,4,4,20,25,0,1,0,15,0,100,A,A,B,A,0,0,0,,,,,
NazrinN_en99,격투,combat_Nazrin,1,1900,1,1,35,15,0,1,1,0,5,100,A,A,A,A,0,0,0,,,,,
NazrinN_en99,나즈린 펜듈럼,pendulum,0,2000,2,2,30,10,1,1,0,0,10,100,A,A,C,A,0,0,0,,,,,
Nitori_FA_en99,오이,kyuri,1,1950,1,1,35,35,0,1,0,0,0,100,A,A,S,A,0,0,0,,,,,
Nitori_FA_en99,늘~어나는 팔,nobiru,1,2150,2,2,10,10,0,1,0,0,5,100,A,A,S,A,0,0,0,,,,,
Nitori_FA_en99,하이퍼 오이,hkyuri,1,2350,3,3,15,40,0,1,0,0,10,100,A,A,S,A,0,0,0,,,,,
Nitori_FA_en99,괴물 큐컴버,obaQ,0,2500,4,4,15,20,0,0,1,50,0,100,A,A,S,A,0,0,0,,,,,
Nitori_FA_en99,캇파의 포로로카,pororo,0,2850,5,5,25,20,0,0,0,0,15,100,A,A,S,A,0,0,1,,,,,
Nue_en99,탄막 키메라,chimeraA,0,3000,1,1,20,15,0,0,0,0,5,100,A,A,A,S,0,0,0,,,,,
Nue_en99,탄막 키메라,chimeraB,0,3200,2,2,50,5,0,1,0,0,5,100,A,A,A,S,0,0,0,,,,,
