CharDataID	CharName	Face	ATP	MGR	CRT	DEF	PRY	HIT	SP	気質	Type	SpID1	SpID2	SpID3	SpID4	SpID5	SpID6	L1	L2	L3	L4	L5	L6	SP1	SP2	SP3	SP4	SP5	SP6	備考
Nitori_en01	니토리	Nitori0a	129	135	164	104	118	172	58	ACTIVE	ALL_MGR	TEISATSU	SHUCHU	TEPPEKI	YUJO	SOGEKI	HOKYU	1	1	5	21	27	65	15	15	20	40	20	70	
Nitori01	니토리	Nitori0a	129	135	164	104	118	172	58	ACTIVE	ALL_MGR	TEISATSU	SHUCHU	TEPPEKI	YUJO	SOGEKI	HOKYU	1	1	5	100	27	65	15	15	20	40	20	70	
Nitori02	니토리	Nitori0a	129	135	164	104	118	172	58	ACTIVE	ALL_MGR	TEISATSU	SHUCHU	TEPPEKI	YUJO	SOGEKI	HOKYU	1	1	5	1	27	65	15	15	20	40	20	70	説得なし
Nitori03	니토리	Nitori0a	129	135	164	104	118	172	58	ACTIVE	ALL_MGR	TEISATSU	SHUCHU	TEPPEKI	YUJO	SOGEKI	HOKYU	1	1	5	1	27	65	15	15	20	40	20	70	信頼補正+1
Nitori04	니토리	Nitori0a	129	135	164	104	118	172	58	ACTIVE	ALL_MGR	TEISATSU	SHUCHU	TEPPEKI	YUJO	SOGEKI	HOKYU	1	1	5	1	27	65	15	15	20	40	20	70	信頼補正+2
Nue_en01	ぬえ	Nue0a	130	135	171	87	177	170	40	BRAVE	MGR_PRY	KAKUREMI	HIRAMEKI	SHUCHU	JYUNNO	KAKURAN	YUJO	1	1	13	23	45	100	10	10	10	5	20	40	Easy
Nue_en02	ぬえ	Nue0a	130	135	171	87	177	170	40	BRAVE	MGR_PRY	KAKUREMI	HIRAMEKI	SHUCHU	JYUNNO	KAKURAN	YUJO	1	1	13	23	45	100	10	10	10	5	20	40	Normal
Nue_en03	ぬえ	Nue0a	130	135	171	87	177	170	40	BRAVE	MGR_PRY	KAKUREMI	HIRAMEKI	SHUCHU	JYUNNO	KAKURAN	YUJO	1	1	13	23	45	100	10	10	10	5	20	40	Hard
Nue_en04	ぬえ	Nue0a	130	135	171	87	177	170	40	BRAVE	MGR_PRY	KAKUREMI	HIRAMEKI	SHUCHU	JYUNNO	KAKURAN	YUJO	1	1	13	23	45	100	10	10	10	5	20	40	Lunatic
Nue01	ぬえ	Nue0a	130	135	171	87	177	170	40	BRAVE	MGR_PRY	KAKUREMI	HIRAMEKI	SHUCHU	JYUNNO	KAKURAN	YUJO	1	1	13	23	45	100	35	15	15	30	70	40	C55
Nue02	ぬえ	Nue0a	130	135	171	87	177	170	40	BRAVE	MGR_PRY	KAKUREMI	HIRAMEKI	SHUCHU	JYUNNO	KAKURAN	YUJO	1	1	13	23	45	1	35	15	15	30	70	40	C59
Nue03	ぬえ	Nue0a	130	135	171	87	177	170	40	BRAVE	MGR_PRY	KAKUREMI	HIRAMEKI	SHUCHU	JYUNNO	YUJO	KAKURAN	1	1	13	23	38	45	35	15	15	30	70	40	2週目用
NueN_en01	悪夢	NueN0a	130	135	171	87	177	170	40	ACTIVE	MGR_PRY	KAKUREMI	HIRAMEKI	SHUCHU	JYUNNO	KAKURAN	DATSURYOKU	1	1	13	23	45	50	10	10	10	5	20	10	Easy
NueN_en02	悪夢	NueN0a	130	135	171	87	177	170	40	ACTIVE	MGR_PRY	KAKUREMI	HIRAMEKI	SHUCHU	JYUNNO	KAKURAN	DATSURYOKU	1	1	13	23	45	50	10	10	10	5	20	10	Normal
NueN_en03	悪夢	NueN0a	130	135	171	87	177	170	40	ACTIVE	MGR_PRY	KAKUREMI	HIRAMEKI	SHUCHU	JYUNNO	KAKURAN	DATSURYOKU	1	1	13	23	45	50	10	10	10	5	20	10	Hard
NueN_en04	悪夢	NueN0a	130	135	171	87	177	170	40	ACTIVE	MGR_PRY	KAKUREMI	HIRAMEKI	SHUCHU	JYUNNO	KAKURAN	DATSURYOKU	1	1	13	23	45	50	10	10	10	5	20	10	Lunatic
Onamazu_en01	大ナマズ	Onamazu0a	140	140	170	110	140	165	66	BRAVE	MGR_DEF	KONJO	HICCHU	TEPPEKI	DATSURYOKU	KAKURAN	GEKITO	1	1	1	1	1	1	10	10	15	5	20	20	Easy
Onamazu_en02	大ナマズ	Onamazu0a	140	140	170	110	140	165	66	BRAVE	MGR_DEF	KONJO	HICCHU	TEPPEKI	DATSURYOKU	KAKURAN	GEKITO	1	1	1	1	1	1	10	10	15	5	20	20	Normal
Onamazu_en03	大ナマズ	Onamazu0a	140	140	170	110	140	165	66	BRAVE	MGR_DEF	KONJO	HICCHU	TEPPEKI	DATSURYOKU	KAKURAN	GEKITO	1	1	1	1	1	1	10	10	15	5	20	20	Hard
Onamazu_en04	大ナマズ	Onamazu0a	140	140	170	110	140	165	66	BRAVE	MGR_DEF	KONJO	HICCHU	TEPPEKI	DATSURYOKU	KAKURAN	GEKITO	1	1	1	1	1	1	10	10	15	5	20	20	Lunatic
Onamazu01	大ナマズ	Onamazu0a	140	140	170	97	140	165	50	BRAVE	MGR_DEF	HICCHU	TEPPEKI	DATSURYOKU	IATSU	GEKITO	KAKURAN	1	15	24	32	45	59	20	20	35	40	50	70	隠しユニット
OnamazuN_en01	悪夢	OnamazuN0a	140	140	170	110	140	165	100	ACTIVE	MGR_DEF	KAKURAN	GEKIDO	CHOKUGEKI	KONJO	BLANK	BLANK	1	1	1	1	1	1	20	20	15	10	0	0	Easy
OnamazuN_en02	悪夢	OnamazuN0a	140	140	170	110	140	165	100	ACTIVE	MGR_DEF	KAKURAN	GEKIDO	CHOKUGEKI	KONJO	BLANK	BLANK	1	1	1	1	1	1	20	20	15	10	0	0	Normal
OnamazuN_en03	悪夢	OnamazuN0a	140	140	170	110	140	165	100	ACTIVE	MGR_DEF	KAKURAN	GEKIDO	CHOKUGEKI	KONJO	BLANK	BLANK	1	1	1	1	1	1	20	20	15	10	0	0	Hard
OnamazuN_en04	悪夢	OnamazuN0a	140	140	170	110	140	165	100	ACTIVE	MGR_DEF	KAKURAN	GEKIDO	CHOKUGEKI	KONJO	BLANK	BLANK	1	1	1	1	1	1	20	20	15	10	0	0	Lunatic
Onryo_en01	怨霊	Onryo0a	114	130	158	88	132	158	50	ACTIVE	MGR_DEF	KONJO	HICCHU	SOGEKI	BLANK	BLANK	BLANK	1	1	1	1	1	1	10	10	10	0	0	0	
OnryoL_en01	怨霊L	OnryoL0a	115	145	175	95	130	165	60	BRAVE	MGR_DEF	HICCHU	TEPPEKI	DOKONJO	BLANK	BLANK	BLANK	1	1	1	1	1	1	10	10	15	0	0	0	
OnryoL_en02	怨霊L	OnryoL0a	115	145	175	95	130	165	60	BRAVE	MGR_DEF	HICCHU	TEPPEKI	DOKONJO	BLANK	BLANK	BLANK	1	1	1	1	1	1	10	10	15	0	0	0	Lunatic
OnryoR_en01	怨霊R	OnryoR0a	115	138	165	92	130	160	60	ACTIVE	MGR_DEF	SHUCHU	CHOKUGEKI	TOTSUGEKI	BLANK	BLANK	BLANK	1	1	1	1	1	1	10	15	5	0	0	0	
OnryoR_en02	怨霊R	OnryoR0a	115	138	165	92	130	160	60	ACTIVE	MGR_DEF	SHUCHU	CHOKUGEKI	TOTSUGEKI	BLANK	BLANK	BLANK	1	1	1	1	1	1	10	15	5	0	0	0	Lunatic
Orin_en01	お燐	Orin0a	132	139	174	87	165	169	45	ACTIVE	ATP_PRY	KASOKU	SHUCHU	HIRAMEKI	KENSHIN	YUJO	NEKKETSU	1	9	16	25	36	47	15	15	15	20	20	20	
Orin01	お燐	Orin0a	132	139	174	87	165	169	45	ACTIVE	ATP_PRY	KASOKU	SHUCHU	HIRAMEKI	KENSHIN	YUJO	NEKKETSU	1	9	16	25	36	47	15	15	15	30	40	40	
OrinC01	お燐	OrinC0a	132	139	174	87	165	169	45	ACTIVE	ATP_PRY	KASOKU	SHUCHU	HIRAMEKI	KENSHIN	YUJO	NEKKETSU	1	9	16	25	36	47	15	15	15	30	40	40	
Parsee_en01	パルスィ	Parsee0a	130	140	169	87	165	169	46	BRAVE	MGR_PRY	SHUCHU	CHOKKAN	CHOKUGEKI	KENSHIN	IATSU	KAISHIN	1	12	19	26	35	41	15	25	20	30	20	15	
Parsee01	パルスィ	Parsee0a	130	140	169	87	165	169	46	COOL	MGR_PRY	SHUCHU	CHOKKAN	CHOKUGEKI	KENSHIN	IATSU	KAISHIN	1	12	19	26	35	41	15	25	20	30	40	30	
Patchouli_en01	パチュリー	Patchouli0a	99	161	184	79	150	189	40	ACTIVE	MGR_DEF	SHUCHU	SOGEKI	HICCHU	TEPPEKI	CHOKUGEKI	YUJO	1	5	14	24	31	39	15	20	15	30	20	20	
Patchouli_en02	パチュリー	Patchouli0a	99	161	184	79	150	189	40	ACTIVE	MGR_DEF	SHUCHU	SOGEKI	HICCHU	TEPPEKI	CHOKUGEKI	YUJO	1	5	14	24	31	39	15	20	15	30	20	20	R40 Hard～
Patchouli01	パチュリー	Patchouli0b	99	161	184	79	150	189	40	COOL	MGR_DEF	SHUCHU	SOGEKI	HICCHU	TEPPEKI	CHOKUGEKI	YUJO	1	5	14	24	31	39	15	20	15	30	20	40	
Patchouli02	パチュリー	Patchouli0b	99	161	184	79	150	189	40	COOL	MGR_DEF	SHUCHU	SOGEKI	HICCHU	TEPPEKI	CHOKUGEKI	YUJO	1	5	14	24	31	39	15	20	15	30	20	40	M29～
Patchouli03	パチュリー	Patchouli0b	99	161	184	79	150	189	40	COOL	MGR_DEF	SHUCHU	SOGEKI	HICCHU	TEPPEKI	CHOKUGEKI	YUJO	1	5	14	24	31	39	15	20	15	30	20	40	C66～
Patchouli04	パチュリー	Patchouli0b	99	161	184	79	150	189	40	COOL	MGR_DEF	SHUCHU	SOGEKI	HICCHU	TEPPEKI	CHOKUGEKI	YUJO	1	5	14	24	31	39	15	20	15	30	20	40	M29～補正+1
Patchouli05	パチュリー	Patchouli0b	99	161	184	79	150	189	40	COOL	MGR_DEF	SHUCHU	SOGEKI	HICCHU	TEPPEKI	CHOKUGEKI	YUJO	1	5	14	24	31	39	15	20	15	30	20	40	C66～補正+1
Ran_en01	藍	Ran0a	150	145	183	105	165	173	50	ACTIVE	ALL_ATP	TEKAGEN	KASOKU	SHUCHU	TEPPEKI	CHOKUGEKI	KAISHIN	1	5	18	24	30	42	5	5	10	15	15	10	
Ran_en02	藍	Ran0a	150	145	183	105	165	173	50	ACTIVE	ALL_ATP	TEKAGEN	KASOKU	SHUCHU	TEPPEKI	CHOKUGEKI	KAISHIN	1	5	18	24	30	42	5	5	10	15	15	10	Hard～
Ran01	藍	Ran0a	150	145	183	105	165	173	50	COOL	ALL_ATP	TEKAGEN	KASOKU	SHUCHU	TEPPEKI	CHOKUGEKI	KAISHIN	1	5	18	24	30	42	5	15	15	30	20	35	
RanN_en01	悪夢	RanN0a	150	145	183	105	165	173	50	BRAVE	ALL_ATP	TEKAGEN	KASOKU	SHUCHU	TEPPEKI	CHOKUGEKI	KAISHIN	1	5	18	24	30	42	5	5	10	15	15	10	
RanN_en02	悪夢	RanN0a	150	145	183	105	165	173	50	BRAVE	ALL_ATP	TEKAGEN	KASOKU	SHUCHU	TEPPEKI	CHOKUGEKI	KAISHIN	1	5	18	24	30	42	5	5	10	15	15	10	Hard
RanN_en03	悪夢	RanN0a	150	145	183	105	165	173	50	BRAVE	ALL_ATP	TEKAGEN	KASOKU	SHUCHU	TEPPEKI	CHOKUGEKI	KAISHIN	1	5	18	24	30	42	5	5	10	15	15	10	Lunatic
Reimu_en01	Reimu	Reimu0a	130	148	170	83	178	180	41	BRAVE	ALL_MGR	CHOKKAN	SHUCHU	KOUN	CHOKUGEKI	KAKUSEI	TAMASHI	1	1	13	22	100	65	25	15	40	20	70	65	
Reimu01	Reimu	Reimu0a	130	148	170	83	178	180	41	BRAVE	ALL_MGR	CHOKKAN	SHUCHU	KOUN	CHOKUGEKI	KAKUSEI	TAMASHI	1	1	13	22	100	65	25	15	40	20	70	65	
Reimu02	Reimu	Reimu0a	130	148	170	83	178	180	41	BRAVE	ALL_MGR	CHOKKAN	SHUCHU	KOUN	CHOKUGEKI	KAKUSEI	TAMASHI	1	1	13	22	100	65	25	15	40	20	70	65	R40～
Reimu03	Reimu	Reimu0a	130	148	170	83	178	180	41	BRAVE	ALL_MGR	CHOKKAN	SHUCHU	KOUN	CHOKUGEKI	KAKUSEI	TAMASHI	1	1	13	22	1	65	25	15	40	20	70	65	C50～
Reisen01	レイセン	Reisen0a	127	137	169	91	165	169	45	ACTIVE	MGR_PRY	SOGEKI	SHUCHU	HIRAMEKI	OEN	HICCHU	KAISHIN	1	3	14	21	25	35	20	15	15	30	20	30	
Remilia_en01	レミリア	Remilia0a	152	152	162	100	170	165	50	BOSS	ATP_PRY	CHOKKAN	KASOKU	SHUCHU	KIAI	IATSU	NEKKETSU	1	1	10	15	27	45	25	5	10	10	20	15	
Remilia_en02	レミリア	Remilia0a	152	152	162	100	170	165	50	BOSS	ATP_PRY	CHOKKAN	KASOKU	SHUCHU	KIAI	IATSU	NEKKETSU	1	1	10	15	27	45	25	5	10	10	20	15	C11 Hard～
Remilia01	レミリア	Remilia0a	152	152	162	100	170	165	50	BRAVE	ATP_PRY	CHOKKAN	KASOKU	KIAI	SHUCHU	IATSU	NEKKETSU	1	1	10	15	27	45	25	15	35	15	40	45	
RemiliaN_en01	悪夢	RemiliaN0a	152	152	162	100	170	165	50	BRAVE	ATP_PRY	CHOKKAN	KASOKU	KIAI	SHUCHU	IATSU	NEKKETSU	1	1	10	15	27	45	15	5	10	10	20	15	Easy
RemiliaN_en02	悪夢	RemiliaN0a	152	152	162	100	170	165	50	BRAVE	ATP_PRY	CHOKKAN	KASOKU	KIAI	SHUCHU	IATSU	NEKKETSU	1	1	10	15	27	45	15	5	10	10	20	15	Normal
RemiliaN_en03	悪夢	RemiliaN0a	152	152	162	100	170	165	50	BRAVE	ATP_PRY	CHOKKAN	KASOKU	KIAI	SHUCHU	IATSU	NEKKETSU	1	1	10	15	27	45	15	5	10	10	20	15	Hard
RemiliaN_en04	悪夢	RemiliaN0a	152	152	162	100	170	165	50	BRAVE	ATP_PRY	CHOKKAN	KASOKU	KIAI	SHUCHU	IATSU	NEKKETSU	1	1	10	15	27	45	15	5	10	10	20	15	Lunatic
Rumia_en01	ルーミア	Rumia0a	130	135	153	100	162	168	50	OPT	MGR_DEF	KONJO	HICCHU	TEPPEKI	CHOKUGEKI	DATSURYOKU	KAKUREMI	1	1	9	16	23	41	20	20	20	20	40	40	
Rumia_en02	ルーミア	Rumia0a	130	135	153	100	162	168	50	OPT	MGR_DEF	KONJO	HICCHU	TEPPEKI	CHOKUGEKI	DATSURYOKU	KAKUREMI	1	1	9	16	23	41	20	20	20	20	40	40	C56 Lunatic
Rumia01	ルーミア	Rumia0a	130	135	153	100	162	168	50	OPT	MGR_DEF	KONJO	HICCHU	TEPPEKI	CHOKUGEKI	DATSURYOKU	KAKUREMI	1	1	9	16	23	41	20	20	20	20	40	40	
Rumia02	ルーミア	Rumia0a	130	135	153	100	162	168	50	OPT	MGR_DEF	KONJO	HICCHU	TEPPEKI	CHOKUGEKI	DATSURYOKU	KAKUREMI	1	1	9	16	23	41	20	20	20	20	40	40	R18～
Rumia03	ルーミア	Rumia0a	130	135	153	100	162	168	50	OPT	MGR_DEF	KONJO	HICCHU	TEPPEKI	CHOKUGEKI	DATSURYOKU	KAKUREMI	1	1	9	16	23	41	20	20	20	20	40	40	C57～
Sakuya_en01	咲夜	Sakuya0b	140	144	180	95	169	173	45	ACTIVE	ALL_ATP	KENSHIN	SHUCHU	HICCHU	TEPPEKI	TOTSUGEKI	GEKITO	1	10	15	22	30	47	30	10	10	25	20	45	ブロッキングあり
Sakuya_en02	咲夜	Sakuya0b	140	144	180	95	169	173	45	ACTIVE	ALL_ATP	KENSHIN	SHUCHU	HICCHU	TEPPEKI	TOTSUGEKI	GEKITO	1	10	15	22	30	47	30	10	10	25	20	45	ブロッキングなし
Sakuya_en03	咲夜	Sakuya0a	140	144	180	95	169	173	45	ACTIVE	ALL_ATP	KENSHIN	SHUCHU	HICCHU	TEPPEKI	TOTSUGEKI	GEKITO	1	10	15	22	30	47	30	10	10	25	20	45	笑顔
Sakuya_en04	咲夜	Sakuya2a	140	144	180	95	169	173	45	ACTIVE	ALL_ATP	KENSHIN	SHUCHU	HICCHU	TEPPEKI	TOTSUGEKI	GEKITO	1	10	15	22	30	47	30	10	10	25	20	45	C11用
Sakuya01	咲夜	Sakuya0a	140	144	180	95	169	173	45	ACTIVE	ALL_ATP	KENSHIN	SHUCHU	HICCHU	TEPPEKI	RENGEKI	GEKITO	1	10	15	22	30	47	30	15	20	20	45	45	
Sakuya02	咲夜	Sakuya0b	140	144	180	95	169	173	45	ACTIVE	ALL_ATP	KENSHIN	SHUCHU	HICCHU	TEPPEKI	RENGEKI	GEKITO	1	10	15	22	30	47	30	15	20	20	45	45	咲夜さんルート
Sanae_en01	早苗	Sanae0a	138	145	172	87	172	174	52	ACTIVE	ALL_MGR	KISEKI	SHUCHU	DORYOKU	HIRAMEKI	CHOKUGEKI	KAKUSEI	1	7	13	23	35	70	95	15	20	15	20	70	
Sanae_en02	早苗	Sanae0a	138	145	172	87	172	174	52	ACTIVE	ALL_MGR	KISEKI	SHUCHU	DORYOKU	HIRAMEKI	CHOKUGEKI	KAKUSEI	1	7	13	23	35	70	95	15	20	15	20	70	M40
Sanae01	早苗	Sanae0a	138	145	172	87	172	174	52	ACTIVE	ALL_MGR	KISEKI	SHUCHU	DORYOKU	HIRAMEKI	CHOKUGEKI	KAKUSEI	1	7	13	23	35	70	95	15	20	15	20	70	
Sanae02	早苗	Sanae0a	138	145	172	87	172	174	52	ACTIVE	ALL_MGR	KISEKI	SHUCHU	DORYOKU	HIRAMEKI	CHOKUGEKI	KAKUSEI	1	7	13	23	35	70	95	15	20	15	20	70	C41～
Satori_en01	さとり	Satori0a	137	137	172	89	174	176	40	ACTIVE	MGR_PRY	KANNOU	HIRAMEKI	SHUCHU	SHINRAI	KAISHIN	KIZUNA	1	1	10	17	30	100	20	10	5	5	10	80	
Satori01	さとり	Satori0a	137	137	172	89	174	176	40	COOL	MGR_PRY	KANNOU	HIRAMEKI	SHUCHU	SHINRAI	KAISHIN	KIZUNA	1	1	10	17	30	100	20	15	15	25	30	70	
Satori02	さとり	Satori0a	137	137	172	89	174	176	40	COOL	MGR_PRY	KANNOU	HIRAMEKI	SHUCHU	SHINRAI	KAISHIN	KIZUNA	1	1	10	17	30	1	20	15	15	25	30	70	C65～
Shanghai01	上海	Shanghai0a	98	130	145	84	145	140	30	COOL	SP_CRUE	BLANK	BLANK	BLANK	BLANK	BLANK	BLANK	1	1	1	1	1	1	0	0	0	0	0	0	
Sheep_en01	黒羊	Sheep0a	120	130	166	90	149	161	51	ACTIVE	MGR_DEF	CHOKUGEKI	HICCHU	DOKONJO	GEKIREI	BLANK	BLANK	1	1	1	1	1	1	10	10	10	10	0	0	
SheepL_en01	大羊	SheepL0a	133	137	165	100	70	160	100	ACTIVE	MGR_DEF	TEPPEKI	HICCHU	SOGEKI	CHOKUGEKI	BLANK	BLANK	1	1	1	1	1	1	10	10	10	10	0	0	
SheepL_en02	大羊	SheepL0a	133	137	165	100	70	160	100	ACTIVE	MGR_DEF	TEPPEKI	HICCHU	SOGEKI	CHOKUGEKI	BLANK	BLANK	1	1	1	1	1	1	10	10	10	10	0	0	Hard
SheepL_en03	大羊	SheepL0a	133	137	165	100	70	160	100	ACTIVE	MGR_DEF	TEPPEKI	HICCHU	SOGEKI	CHOKUGEKI	BLANK	BLANK	1	1	1	1	1	1	10	10	10	10	0	0	Lunatic
SheepLN_en01	悪夢	SheepLN0a	133	137	165	100	70	160	100	ACTIVE	MGR_DEF	DATSURYOKU	HICCHU	TEPPEKI	KONJO	BLANK	BLANK	1	1	1	1	1	1	10	10	10	10	0	0	Easy
SheepLN_en02	悪夢	SheepLN0a	133	137	165	100	70	160	100	ACTIVE	MGR_DEF	DATSURYOKU	HICCHU	TEPPEKI	KONJO	BLANK	BLANK	1	1	1	1	1	1	10	10	10	10	0	0	Normal
SheepLN_en03	悪夢	SheepLN0a	133	137	165	100	70	160	100	ACTIVE	MGR_DEF	DATSURYOKU	HICCHU	TEPPEKI	KONJO	BLANK	BLANK	1	1	1	1	1	1	10	10	10	10	0	0	Hard
SheepLN_en04	悪夢	SheepLN0a	133	137	165	100	70	160	100	ACTIVE	MGR_DEF	DATSURYOKU	HICCHU	TEPPEKI	KONJO	BLANK	BLANK	1	1	1	1	1	1	10	10	10	10	0	0	Lunatic
SheepR_en01	赤羊	SheepR0a	130	135	170	94	140	167	55	ACTIVE	MGR_DEF	TEPPEKI	HICCHU	DOKONJO	KAISHIN	BLANK	BLANK	1	1	1	1	1	1	10	10	10	10	0	0	Easy
SheepR_en02	赤羊	SheepR0a	130	135	170	94	140	167	55	ACTIVE	MGR_DEF	TEPPEKI	HICCHU	DOKONJO	KAISHIN	BLANK	BLANK	1	1	1	1	1	1	10	10	10	10	0	0	Normal
SheepR_en03	赤羊	SheepR0a	130	135	170	94	140	167	55	ACTIVE	MGR_DEF	TEPPEKI	HICCHU	DOKONJO	KAISHIN	BLANK	BLANK	1	1	1	1	1	1	10	10	10	10	0	0	Hard
SheepR_en04	赤羊	SheepR0a	130	135	170	94	140	167	55	ACTIVE	MGR_DEF	TEPPEKI	HICCHU	DOKONJO	KAISHIN	BLANK	BLANK	1	1	1	1	1	1	10	10	10	10	0	0	Lunatic
SheepW_en01	白羊	SheepW0a	110	120	160	80	159	160	45	ACTIVE	MGR_DEF	KASOKU	CHOKUGEKI	SHUCHU	SHINRAI	BLANK	BLANK	1	1	1	1	1	1	10	10	10	10	0	0	
SheepW_en02	白羊	SheepW0a	110	120	160	80	159	160	45	ACTIVE	MGR_DEF	KASOKU	CHOKUGEKI	SHUCHU	SHINRAI	BLANK	BLANK	1	1	1	1	1	1	10	10	10	10	0	0	Hard
SheepW_en03	白羊	SheepW0a	110	120	160	80	159	160	45	ACTIVE	MGR_DEF	KASOKU	CHOKUGEKI	SHUCHU	SHINRAI	BLANK	BLANK	1	1	1	1	1	1	10	10	10	10	0	0	Lunatic
Shinki_en01	神綺	Shinki0a	132	148	184	103	132	178	54	BOSS	MGR_DEF	INORI	SHINRAI	TEPPEKI	HICCHU	CHOKUGEKI	AI	1	1	1	1	1	1	10	10	10	5	10	10	
Shinki_en02	神綺	Shinki0a	132	148	184	103	132	178	54	BOSS	MGR_DEF	INORI	SHINRAI	TEPPEKI	HICCHU	CHOKUGEKI	AI	1	1	1	1	1	1	10	10	10	5	10	10	Hard
Shinki_en03	神綺	Shinki0a	132	148	184	103	132	178	54	BOSS	MGR_DEF	INORI	SHINRAI	TEPPEKI	HICCHU	CHOKUGEKI	AI	1	1	1	1	1	1	10	10	10	5	10	10	Lunatic
Shinki01	神綺	Shinki0a	132	148	184	103	132	178	54	BOSS	MGR_DEF	INORI	GEKIREI	SHUKUFUKU	KANNOU	FUKKATSU	AI	1	7	14	25	65	65	30	50	50	25	100	70	
Shiro_en01	シロ	Shiro0a	125	139	170	87	167	168	56	UNKNOWN	MGR_PRY	BLANK	BLANK	BLANK	BLANK	BLANK	BLANK	1	1	1	1	1	1	0	0	0	0	0	0	
ShiroB_en01	？？？	ShiroB0a	120	130	166	90	149	161	51	ACTIVE	MGR_DEF	CHOKUGEKI	HICCHU	DOKONJO	GEKIREI	BLANK	BLANK	1	1	1	1	1	1	10	10	10	10	0	0	
Shizuha_en01	静葉	Shizuha0a	120	137	170	94	164	171	49	ACTIVE	MGR_PRY	GEKIREI	SHUCHU	SHINRAI	HIRAMEKI	KANNOU	KAISHIN	1	1	8	15	21	35	25	5	5	10	30	10	
Shizuha01	静葉	Shizuha0a	120	137	170	94	164	171	49	COOL	MGR_PRY	GEKIREI	SHUCHU	SHINRAI	HIRAMEKI	KANNOU	KAISHIN	1	1	8	15	21	35	40	15	25	15	30	30	
Shizuha02	静葉	Shizuha0a	120	137	170	94	164	171	49	COOL	MGR_PRY	GEKIREI	SHUCHU	SHINRAI	HIRAMEKI	KANNOU	KAISHIN	1	1	8	15	21	35	40	15	25	15	30	30	C50～
Sho_en01	星	Sho0a	142	132	177	102	158	171	44	ACTIVE	ATP_DEF	KOUN	HICCHU	FUKUTSU	KIAI	CHOKUGEKI	YUKI	1	8	16	22	29	50	35	20	15	30	20	80	ブロッキングなし
Sho_en02	星	Sho0a	142	132	177	102	158	171	44	ACTIVE	ATP_DEF	KOUN	HICCHU	FUKUTSU	KIAI	CHOKUGEKI	YUKI	1	8	16	22	29	50	35	20	15	30	20	80	ブロッキングあり
Sho01	星	Sho0a	142	132	177	102	158	171	44	ACTIVE	ATP_DEF	KOUN	HICCHU	FUKUTSU	KIAI	CHOKUGEKI	YUKI	1	8	16	22	29	100	35	20	15	30	20	80	
Sho02	星	Sho0a	142	132	177	102	158	171	44	ACTIVE	ATP_DEF	KOUN	HICCHU	FUKUTSU	KIAI	CHOKUGEKI	YUKI	1	8	16	22	29	100	35	20	15	30	20	80	C35～
Sho03	星	Sho0a	142	132	177	102	158	171	44	ACTIVE	ATP_DEF	KOUN	HICCHU	FUKUTSU	KIAI	CHOKUGEKI	YUKI	1	8	16	22	29	1	35	20	15	30	20	80	C69～
ShoN_en01	悪夢	ShoN0a	142	132	177	102	158	171	44	ACTIVE	ATP_DEF	KOUN	HICCHU	FUKUTSU	KIAI	CHOKUGEKI	DATSURYOKU	1	8	16	22	29	40	10	10	10	5	15	10	ブロッキングなし
ShoN_en02	悪夢	ShoN0a	142	132	177	102	158	171	44	ACTIVE	ATP_DEF	KOUN	HICCHU	FUKUTSU	KIAI	CHOKUGEKI	DATSURYOKU	1	8	16	22	29	40	10	10	10	5	15	10	ブロッキングあり
Star_en01	スター	Star0a	118	130	158	86	169	158	50	CLEVER	ALL_MGR	TEISATSU	OEN	HIRAMEKI	SHUCHU	KOUN	CHOKUGEKI	1	8	15	24	30	38	15	30	15	15	40	20	
Star01	スター	Star0a	118	130	158	86	169	158	50	CLEVER	ALL_MGR	TEISATSU	OEN	HIRAMEKI	SHUCHU	KOUN	CHOKUGEKI	1	8	15	24	30	38	15	30	15	15	40	20	
Suika_en01	萃香	Suika0a	158	95	175	108	163	176	52	BRAVE	ATP_DEF	CHOKUGEKI	TEPPEKI	HICCHU	KIAI	NEKKETSU	GEKITO	1	5	15	24	47	60	15	20	20	35	20	50	
Suika01	萃香	Suika0a	158	95	175	108	163	176	52	BRAVE	ATP_DEF	CHOKUGEKI	TEPPEKI	HICCHU	KIAI	NEKKETSU	GEKITO	1	5	15	24	47	60	20	20	20	30	45	50	
SuikaN_en01	悪夢	SuikaN0a	158	95	175	108	163	176	52	BRAVE	ATP_DEF	CHOKUGEKI	TEPPEKI	HICCHU	KIAI	NEKKETSU	DOKONJO	1	5	15	24	47	60	10	15	10	10	15	15	
SuikaN_en02	悪夢	SuikaN0a	158	95	175	108	163	176	52	BRAVE	ATP_DEF	CHOKUGEKI	TEPPEKI	HICCHU	KIAI	NEKKETSU	DOKONJO	1	5	15	24	47	60	10	15	10	10	15	15	Lunatic
Sunny_en01	サニー	Sunny0a	124	135	154	88	165	162	46	ACTIVE	MGR_PRY	KONJO	DOKONJO	HIRAMEKI	FUKUTSU	KAKUREMI	NEKKETSU	1	8	10	23	37	42	15	30	15	15	40	40	
Sunny01	サニー	Sunny0a	124	135	154	88	165	162	46	ACTIVE	MGR_PRY	KONJO	DOKONJO	HIRAMEKI	FUKUTSU	KAKUREMI	NEKKETSU	1	8	15	23	37	42	15	30	15	15	40	40	
